stage_id,name,lat,lon,corridor,routes,aliases,nearby_osm_name
0412KNC,Kencom,-1.285890,36.824290,,5 7C 32A 34B 34J 46K 46Y 19Cjk,,46 Bus station
0501KNL,Kenol,-1.397200,36.755415,,125 126,,
0700KEO,Kenol,-1.304210,36.746710,,24 111 24C,,Pathway Stage
0201KNL,Kenol Petro Station,-1.183113,36.899833,thika_road,44G 44K,,Kahawa West
0401KNL,Kenol Petrol Station,-1.284054,36.880382,,36,,Umoja/ Mutindwa
0501KNA,Kenol/Nairobi Academy,-1.340951,36.753609,,24 24C 24BK,Kobil/Mokoyeti Road West,
0500KSG,Kenol/South C Gardens,-1.313202,36.826786,,12C 12D 33SB,Mama Ngina Children'S Home | South B Shopping Centre | South C Shopping Centre,
0400KNP,Kenpoly,-1.304277,36.883407,,70/71,,
0701KNC,Kenvic,-1.343876,36.666123,,111,Naivas | Naivas/ Vet | Nyali House,Juanco Bus Stop
0700KAK,Kenya Assemblies Of God King'Eero,-1.222091,36.710964,,103 129,,Wangige Stage
0701KDF,Kenya Defense,-1.308581,36.695920,,1,,
0501KPU,Kenya Polytechnic Bus Stop,-1.292001,36.822352,,24 14A 14B 11_2,,Railway Stage
0201KEP,Kenya Power,-1.242862,36.890840,thika_road,25A,,Kemrif
0701KRC,Kenya Redeemed Church Riruta,-1.291077,36.733127,,4W,Redeemed Church Of Kenya/Kaberia,Kabiria Kwa maji
0811KSA,Kenya School Of Administration,-1.239977,36.744484,,118,Lower Kabete Posta,Kirawa Close
0501SOL,Kenya School Of Law,-1.359019,36.746983,,24 24C,School Of Law,Karen Campus
0501KSB,Kenya Society For The Blind,-1.314250,36.818310,,14B,Magharibi/Kogo Star | Space Apartments,
0211KRD,Kenyata Road Stage,-1.124170,37.003518,thika_road,237,,Kenyatta Road Stage
0713KNS,Kenyatta Hospital Stage,-1.300734,36.808817,,7C 32A,Kenyatta National Hospital,Kenyatta National Hospital Bus Stop
0711KEM,Kenyatta Market,-1.307506,36.802754,,16 24C 34L 33NG 33SB,Kenyatta Market Flyover | Ngumo Stage,Kenyatta Market
0712KNT,Kenyatta National Hospital,-1.297568,36.804868,,2 8 4W 102 111 32A 34L 33NG,,KNH/KMTC
0712KNH,Kenyatta/Nairobi Hospital,-1.297520,36.803230,,2 8 24 4W 102 111 24C 32A 34L 33NG,,KMTC Bus Stop
0700KPI,Kephis,-1.327601,36.690963,,111,Kephis Stage | Mbagathi/Kephis,Kephis Stage
0800KIA,KIA,-1.238980,36.765030,,119,Kia,
0800KMC,Kiahuria Medical Clinic/Mama Symo Kiosk,-1.221610,36.717430,,119,Tcbe | Wangige Health Centre,Wangige Stage
0810KBA,Kiambaa,-1.198661,36.653775,,115 135 114W,,
0800KBA,Kiambaa,-1.205796,36.656692,,115 135 114W,,Zambezi - Nakuru Bus Stage
0401KBU,Kiambiu,-1.280591,36.871026,,26 26S 23KS,,
0400BKB,Kiambiu,-1.278592,36.872755,,26 26S 23KS,Kobil Calvary Temple,
0213TMA,Kiambu Bus Terminus,-1.168120,36.826680,kiambu_road,100,,Kiambu Bus Stage
0213KHO,Kiambu Hospital,-1.170370,36.830528,kiambu_road,100A,,Kiambu Bus Stage
0800KHC,Kiambu Institute Of Hostels And Catering,-1.224340,36.724660,,119,Kiambu Institute Of Hotels And Catering/Valence School,
0211KPO,Kiambuu Posta,-1.166900,36.825087,kiambu_road,120 121,,Kiambu Bus Stage
0201KGM,Kiangima,-1.075928,36.786734,kiambu_road,120,,
0111KAU,Kianjogu Stage,-1.181209,36.727208,,114R,,
0801KBU,Kibichiku Centre,-1.227910,36.730420,,119,,
0211PIO,Kie/Pioneer,-1.271566,36.828250,thika_road,6 25 49 11C 25A 44G 44Z 45K 29/30,,Ngara
0801KAH,Kihingo,-1.220034,36.742507,,119A,,
0713KKY,Kikuyu,-1.246540,36.664933,,102 105 129,Kikuyu Terminus,Kikuyu Bus Station
0800KRY,Kikuyu Country Resort,-1.238010,36.666360,,105 129,,Kikuyu Bus Station
0801KPR,Kileleshwa Primary School,-1.277406,36.791720,,48B 48O,,
0611KIL,Kilimani,-1.292340,36.786012,,56 46K,Kilimani Primary School,Elgeyo
0501KIL,Kilimani Junior School,-1.364492,36.745067,,24 24C,Matbronze,
0201KBO,Kimbo,-1.132586,36.974481,thika_road,237,,
0101KME,Kimera Medical Centre,-1.146608,36.716753,,116,,
0811KIM,Kimetrica,-1.236617,36.781227,,119A,,
0710KNA,King'Eero Stage,-1.225540,36.704265,,103 129,,King'eero/Mwisho
0801KGH,Kinoo Girls High School,-1.256400,36.696820,,103 105,,Kinoo Bus stop
0701KJI,Kinyanjui,-1.291616,36.747588,,2 3U 102 103,,Coast Stage
0400KOI,Kioi,-1.279200,36.915410,,20 17A 1960 17Aky,,Nyando
0801KRW,Kirawa Road,-1.236980,36.760240,,119,,
0800KIR,Kirawa School,-1.230213,36.761508,,119A,,
0501KRD,Kirdi/Southend Estate,-1.322499,36.831532,,12C,,Mash Bus services
0601KIR,Kirichwa,-1.292501,36.781542,,56 46K,,Elgeyo
0710KRD,Kirichwa Road Junction,-1.299879,36.782118,,2 5 24 4W 102 111,,Adams
0200KJN,Kirigiti,-1.178950,36.837480,kiambu_road,100 120 121 100A,Kirigiti Junction,Kirigiti Bus Stop
0711KRG,Kirunguro,-1.268466,36.679189,,102,Kirunguro Junction,Thogoto
0501KIR,Kirush,-1.323752,36.789895,,15 34L,Phase 4 Gate,
0510KSM,Kiserain Nairobi Bus Stop,-1.429533,36.685794,,126 126RK,Kiserian Market | Kiserian Terminus,Kiserian matatu station
0501KIS,Kiserian,-1.429062,36.686887,,126 126N 126RK,,Kiserian matatu station
0501KSG,Kiserian Girls/Kwa Maji,-1.423356,36.696028,,126 126RK,Kwa Maji,
0610KSS,Kismart  Supermarket,-1.286478,36.753424,,56,,St Francis
0211KST,Kist,-1.184680,36.838670,kiambu_road,100 120 121 100A,,
0401KSD,Kisumu Ndogo,-1.299240,36.890120,,34B 1961K 19Cjk 1961Kd,,
0513KIT,Kitengela,-1.477218,36.958032,,110 110AK,,
0401KTN,Kitindo,-1.326587,36.895879,,33B 33C 33H 33J 33DC 33TP 33FED 33UTW,,Rounda
0111KIV,Kivuti Stage,-1.188314,36.771234,,106 116,Traveller'S View Muchatha,Kibutu Stage/Bread of Life
0500KLB,KLB,-1.324394,36.830671,,12D,Mugoya Phase 4,Mash Bus services
0500KME,Kma Estate,-1.320531,36.829166,,12C 12D,Mugoya Phase 1,Mash Bus services
0501KMC,KMC,-1.452390,36.979922,,110AK 110ATH,,Athi River (MGR)
0401KNB,Knlb,-1.282930,36.879950,,36,,Umoja/ Mutindwa
0401KBE,Kobe,-1.226859,36.990212,,145B,,
0511KOB,Kobil,-1.395939,36.762455,,125 126,St.Mary'S Ccatholic Church,
0500KOB,Kobil,-1.307247,36.833344,,11 11_2,Mater Hospital,
0801KOL,Kobil,-1.244710,36.665270,,105 129,,Kikuyu Bus Station
0400KBL,Kobil,-1.328278,36.892562,,33B 33C 33H 33J 33DC 33TP 33FED 33UTW,,Cabanas Bus Stop
0501KBL,Kobil Haile Selassie,-1.293350,36.820878,,11 125 126 11_2,,Railway Stage
0501KDT,Kodi Ii,-1.307474,36.820249,,15 16 24 125 126 14A,Madaraka Flyover Stage,
0812KNJ,Koja,-1.280852,36.822802,thika_road,6 25 49 106 115 116 118 119 11B 11C 145 237 23W 25A 44G 44Z 45K 46B 46H 119A,Koja/Nation Centre | Nation Building Terminal,Trufi Stop
0401KOJ,Koma Junction,-1.265460,36.904551,,18C 04SK 19C2 16/62 19Cdc 38/39,Kona/Junction,Kwa maji
0101KTO,Komototho,-1.202020,36.766200,,107 114R,Mifereji/God'S Ability,
0701KON,Kona,-1.376570,36.676480,,126N,,Kona Stage 46
0400KON,Kona,-1.268650,36.920630,,20 17A 18C 1960 16/62 17Aky,,Kayole Hospital
0400ONA,Kona,-1.308037,36.868145,,70/71,,
0111KNA,Kona,-1.220945,36.778584,,108,,
0201RKN,Kona,-1.225183,36.873912,,53,,Route 44/45
0201RIL,Kona Kwa Rail,-1.208181,36.922337,,45P,,Githurai
0500KPS,Kongoni Primary School,-1.312282,36.828122,,12C 12D,,
0501KOD,Kordes Roses,-1.360904,36.727629,,24,,
0400KOT,Kotini,-1.295080,36.862289,,10,,
0701KRE,Krep/Equity,-1.284773,36.737551,,2 3U 102 103,Precious Blood Girls' School,Riruta Stage
0501KSP,Kspca/Marist Lane,-1.337930,36.732730,,24BK,Marist Lane/Kspca,
0213MKU,KU,-1.181746,36.937403,thika_road,145 237 45K,Ku Fly Over,Kenyatta University Stage Bus Bay
0210KAD,Kwa Ahindi,-1.174055,36.828014,kiambu_road,120,,Kiambu Bus Stage
0511KCF,Kwa Chief,-1.282876,36.959833,,33H 33J 33UTW,,Kwa Chief Stage
0410KCF,Kwa Chief,-1.271860,36.918720,,20 17A 18C 1960 16/62 17Aky 1961K 1961Kd,,Kwa Chief
0400KWC,Kwa Chief,-1.280170,36.896280,,17A 17Aky 35/60 3560_2,,
0401KDO,Kwa D.O,-1.274650,36.910460,,17A 18C 1960 16/62 17Aky 1961K 19Cdc 19Cjk 1961Kd,Kwa Do | Rocks,Kwa D.O
0701ADC,Kwa DC,-1.305922,36.787509,,8 32A,,Prestige Plaza
0211KDO,Kwa DO,-1.174410,36.833430,kiambu_road,100 120 121 100A,Kwa Do/Kiambu-Limuru Road Junction/Red Nova,Kirigiti Bus Stop
0801DOS,Kwa Do,-1.107940,36.639396,,115 135 114W,,Kwambira
0211KWD,Kwa Dogi,-1.156977,36.932324,,145D,,
0701KFR,Kwa Farasi,-1.319781,36.714437,,111 24C,,Kabuagi
0501KWG,Kwa Gate,-1.300485,36.914382,,33B,,
0111JEK,Kwa Jeki,-1.194099,36.778615,,106 116,Kwa Jeki/Wambi | National Oil/Muchatha,Kwa Njoki
0201JNT,Kwa Junction,-1.043316,37.070831,thika_road,237,,
0201KAI,Kwa Kairu,-1.142084,36.966911,thika_road,237,,Kwa Kairu Stage
0501KWK,Kwa Kanisa,-1.309593,36.914791,,33B,,
0101NTO,Kwa Kanisa Ack/National Oil,-1.193291,36.777536,,106 116,Total/Muchatha,Kwa Kanisa ACK/National Oil
0500KKM,Kwa Kimani/Laiser,-1.395561,36.733890,,126 126RK,,
0701KAJ,Kwa Maji,-1.358460,36.656570,,111,Kwft/Kobil,Country Club
0311DIZ,Kwa Mandazi,-1.254192,36.900310,,36 41 42 32D,Marigo Nne,
0311BAO,Kwa Mbao,-1.261797,36.884450,,41 42 18C 32D 3738 16/62,,Kwa Mbao Stage
0310MBO,Kwa Mbao,-1.254916,36.909958,,18C 3738 16/62,Maili Saba D,
0801MBR,Kwa Mbira,-1.110411,36.631226,,115 135 114W,,Kwambira
0701WGT,Kwa Mchanga/Total,-1.262886,36.718480,,3U 103,,Uthiru
0201KMT,Kwa Miti,-1.229538,36.920874,thika_road,17B 17B_2,Sunton,Hunters
0201MLM,Kwa Mlima,-1.233034,36.928621,thika_road,17B 17B_2,Maji Mazuri,Mwiki
0103MSQ,Kwa Mosque/Highridge Mwisho,-1.256870,36.810770,,11A,,Westlands/Ngara/Town Stage
0700KSS,Kwa Muchina/Star Shake Girls' Secondary School,-1.341907,36.666560,,111,,Juanco Bus Stop
0711KNG,Kwa Ng'Ang'A,-1.284074,36.729192,,2 102,,Kibiria
0801NGA,Kwa Ngwacii,-1.235380,36.668080,,103 105 129,Kwa Ngwacii Junction,Gitaru
0701KNK,Kwa Nicholas,-1.411734,36.687934,,126N,Oloosuruutia,Kwa Nicholas Bus Stop1
0500NGA,Kwa Njenga,-1.414989,36.711049,,126 126RK,,
0711NJG,Kwa Njeru Stage,-1.230536,36.675502,,103 129,Kwa Njeru/Gitaru/Pank View,Mlango Soko
0701NJR,Kwa Njiru(Petrol Station),-1.308446,36.781577,,8 32A,Toi/Kwa Njiru,Karanja Stage
0100NJT,Kwa Njoki / Thimbigwa Ack,-1.183852,36.763684,,106 116,Kwa Njoki/Ack Thimbigwa,Kwa Njoki/Ack Thimbigwa
0101NJK,Kwa Njoki Kamili,-1.184899,36.764492,,106 116,,Kwa Njoki Kamili
0500KRT,Kwa Ratio,-1.420068,36.704601,,126 126RK,Nalepo,
0811KRH,Kwa Rhoda,-1.232910,36.738950,,119,,
0401KRY,Kwa Roy,-1.168359,36.967716,,145B,,
0100KSS,Kwa Shule/Seth Home Of Love Children'S Home/Muchatha Dispensary,-1.189608,36.773253,,106 116,Muchatha Dispensary/Kwa Shule/Yamongo Drive,Kwa Shule/Seth Home Of Love Children's Home/Muchatha Dispensary
0501KSN,Kwa Stone,-1.286664,36.973706,,33J 33UTW,Shopping Mall,Fagilia Stage
0500KWT,Kwa Transfomer,-1.303645,36.916636,,33B,,
0400KWA,Kwal,-1.306381,36.841321,,69,Total,
0513KWR,Kware,-1.396812,36.750240,,125 126 126RK,,
0401KWR,Kware,-1.307549,36.889996,,33C 34J 33DC 33DP 33TP 33FED 33GTB,,Tassia Matatu Stage
0211KRE,Kware,-1.189211,36.930236,thika_road,145 237 45K,,Kahawa sukari
0210KRE,Kware,-1.191558,36.928653,thika_road,145 237 45K,,Kahawa sukari
0500LBN,Laibon Lane,-1.360978,36.724102,,24C,,
0801LVW,Lake View,-1.243660,36.768240,,119,,Crossroads
0511LGT,Lang'Ata,-1.328457,36.789744,,15 24 125 126 24C 34L,Lang'Ata Hospital | Langata | Langata/Mobil,
0501LGC,Lang'Ata Cemetery,-1.334967,36.778186,,24 125 126,,
0500LRJ,Lang'Ata Road Junction,-1.340833,36.750538,,24 24C 24BK,Mamba | Nairobi Academy,Tangaza University
0500LGS,Lang'Ata Road Stage/St. Mary'S H,-1.332642,36.782240,,24 125 126 24C,Orphanage,
0511HIG,Langata High,-1.325639,36.785386,,15 34L,Mugumoini Market,
0500LNP,Langata Primary,-1.324970,36.779970,,15,,
0501PRI,Langata Prisons,-1.323154,36.776741,,15 34L,Mosque,
0510LGP,Langata Road Primary School,-1.317562,36.812316,,15 125 126 34L,,
0511TUS,Legend/Tuskys,-1.397014,36.753156,,125 126,Tuskys,
0801LKM,Lekamu,-1.228830,36.731750,,119,,
0700LEA,Lenana,-1.308366,36.732493,,24 111 24C,,Lenana
0801LNN,Lenana,-1.289025,36.787129,,48C,Spanish Villas/Lenana,Elgeyo
0101LSC,Life Sanctuary Church/Muchatha Shopping Centre,-1.191450,36.775071,,106 116,Life Sanctuary/Muchatha | Muchatha Shopping Centre,Life Sanctuary Church/Muchatha Shopping Centre
0801LNI,Likoni,-1.283381,36.785810,,48B 48C,Viraj,
0401LKN,Likoni,-1.296171,36.855461,,70/71,,Church army
0101LIK,Likoni,-1.178733,36.760654,,106 116,Mombasa | Zakau,Likoni
0101LMC,Limuru Cataring,-1.124567,36.679518,,116,Limuru Catering,
0101RIE,Limuru Diaries,-1.125841,36.642507,,114R,,
0100LPS,Limuru Post Office,-1.118464,36.643126,,116,,Limuru Train Station
0113LMD,Limuru Terminus,-1.108043,36.643534,,115 116 135 114R 114W,Limuru Town Terminal,Limuru Train Station
0810LIO,Lion'S Place,-1.260681,36.794578,,30 105 115 135 48K 114W 23KG,Lions Place,Safaricom/Saf
0801MSO,Loreto Msongari,-1.262055,36.774296,,48K,,James Gichuru/Agriculture
0801PST,Lower Kabete Posta,-1.240176,36.745579,,118,,Kirawa Close
0213LUD,Lucky Summer Terminal,-1.239762,36.897502,thika_road,25A,,Kwa Mosque
0401LHS,Lumumba Hosptial,-1.291841,36.871440,,10,,
0401LUM,Lumumba Madukani,-1.292253,36.869728,,10 26,Lumumba Shops,
0800LUN,Lunapark,-1.263331,36.806535,,118 119 11B 119A,Mayfair,Westlands/Ngara/Town Stage
0700MAU,Maasai Academy/Umoja,-1.331178,36.676680,,111,Umoja,Umoja Bus Station
0500MSW,Maasai Lane/Masai West,-1.360987,36.722714,,24 24C,Moran Lane/Masai Lane Junction,
0501MBT,Mabati,-1.369525,36.917027,,110 110ATH,,
0510MFL,Madaraka Flyover,-1.307844,36.819182,,15 16 125 126 14B 33SB,,
0500MPS,Madaraka Primary School,-1.306910,36.816270,,14A,Nhc Flats/Madaraka Primary School,KCB/Equity
0501MKS,Madaraka Shopping Centre,-1.306820,36.817790,,14A,,
0501MDN,Madina Estate,-1.325505,36.835461,,12D,,Mash Bus services
0500MIO,Madina Shops,-1.314670,36.823189,,12C 12D,,
0500MGC,Magacia,-1.395882,36.729181,,126 126RK,,
0811MGN,Magnolia Hills,-1.233195,36.767044,,119A,,
0711MGU,Magu,-1.230145,36.680691,,103 129,,
0201MHG,Mahiga Prima,-1.182534,36.896914,thika_road,44G 44K,,
0301MSB,Maili Saba,-1.254436,36.911444,,18C 3738 16/62,,
0810MCP,Main Campus,-1.280986,36.816241,,30 105 115 48A 48B 48C 48O 23KG,,Arusha shuttle
0212GHT,Main Stage,-1.285212,36.828894,thika_road,145 45G 45K 46B 04SK 35/60,Terminal Tusker | Tuskys Ronald Ngala,Minibuses for Naivasha
0212RUS,Main Stage,-1.207161,36.785845,,106 107 116 11F 107D 114R,Ruaka Junction | Ruaka Stage | Ruaka/Banana Junction,Ruaka/Banana Junction/Tuskys Supermarket
0213KHW,Main Stage,-1.183832,36.902287,thika_road,44G 44K,Maziwa,Kahawa West
0501KAB,Makaburini,-1.299550,36.824716,,11 15 16 110 12C 12D 14A 14B 33B 11_2 33IMR 33MKR 33UTW 110ATH,,
0511MDK,Makadara,-1.456905,36.974657,,110AK 110ATH,,Athi River (MGR)
0701MKA,Makina/Kibera Law Courts,-1.307308,36.782543,,8 32A,,Karanja Stage
0400MKG,Makongeni,-1.294254,36.851282,,10 36 58 33C 34B 34J 04SK 1960 23KS 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39 70/71,Rikana,Church army
0801MNI,Makueni,-1.284216,36.779104,,48B 48O,Mugoiri,Elgeyo
0111MKT,Makutano,-1.159354,36.743484,,116,,
0201MNO,Makutano,-1.064754,36.783189,kiambu_road,120,,
0401MLH,Mama Lucy,-1.272892,36.897320,,04SK 19C2 19Cdc 38/39,Mama Lucy Hospital,Pioneer academy junction
0402MLY,Mama Lucy Terminal,-1.275035,36.898525,,20,,Kwa maji
0401MAM,Mamba,-1.309228,36.859428,,70/71,,
0301MBP,Mamba Petro Station,-1.268941,36.841927,,6 14 11C 32D 46B 46H 16/62,,Mathare Bus Stop
0800MGJ,Mandera/Gichugu Road Junction,-1.274985,36.793481,,48B 48O,,
0211MNG,Mang'U,-1.074880,37.046347,thika_road,237,Mang'u,Witethie
0401MYJ,Manyanja,-1.294900,36.886970,,1960,,
0411MRR,Manyanja Road Round About,-1.287370,36.897120,,1960,,
0400MRS,Mara Savanna,-1.298668,36.892513,,34B 1961K 19Cjk 1961Kd,Savanna,
0101MRB,Maramba Tea Factory,-1.134492,36.703458,,116,,
0411MRB,Mareba,-1.308839,36.862310,,70/71,,
0400MRA,Maria,-1.274310,36.917840,,20 17A 18C 1960 16/62 17Aky 1961K 1961Kd,,Sabasaba
0410MAK,Market,-1.288553,36.874986,,26,Metropolitan Hospital,
0500MAR,Marmanet House,-1.310343,36.833681,,11 11_2,Meridian,
0501MRG,Maro Gardens,-1.358862,36.762636,,125 126,Swara,
0101ETA,Marrieta,-1.143779,36.661749,,114R,,
0201MRT,Martanet,-1.223037,36.911830,thika_road,49 17B 17B_2,,Hunters
0501MAU,Marula,-1.336740,36.715753,,24 24C,,
0101MIC,Mary Immaculate Catholic Church/Muchatha Shopping Centre,-1.190698,36.774211,,106 116,Mary Immaculate Secondary School/Muchatha,Mary Immaculate Catholic Church/Muchatha Shopping Centre
0501MBO,Masai Lane Bogani Lane Junction,-1.355250,36.723203,,24 24C,Masai Lane Junction,
0501MAS,Masai Road,-1.360855,36.729176,,24 24C,Masai West Road,
0500MSV,Masai Villas,-1.357741,36.723063,,24C,,
0500MSR,Mashuria,-1.419320,36.706250,,126 126RK,,
0400MSB,Masimba,-1.278180,36.907970,,20 17A 1960 17Aky 1961K 19Cdc 19Cjk 1961Kd,,Masimba
0701MTS,Matasia,-1.391168,36.682261,,126N,,Matasia
0711MTS,Matasia,-1.397253,36.686142,,126N,,Matasia
0501MAB,Matbronze,-1.363583,36.747385,,24,,
0500MAT,Mater Hospital,-1.299133,36.826856,,11 11_2,,Railway Stage
0213MAT,Mathare North Terminal,-1.252119,36.867298,thika_road,29/30,,Stage 29/30
0301MAP,Mathare Worship,-1.265889,36.851330,,14 28 41 18C 32D 46B 46H 16/62 17Aky,,Kambi
0701RNR,Matta,-1.230007,36.682717,,103 129,,
0700MAA,Matta,-1.229908,36.685421,,103 129,,
0800MAY,Mayfair,-1.263458,36.808186,,118 119 11B 119A,Total Mayfair,Westlands/Ngara/Town Stage
0503MZW,Maziwa,-1.324799,36.888658,,33MKR,,Maziwa bus stop
0411MZW,Maziwa,-1.293600,36.849200,,10 36 58 33C 34B 34J 04SK 1960 23KS 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39 70/71,,Church army
0501ZZL,Mazzoldi House,-1.336380,36.719880,,24BK,,
0500MGT,Mbagathi,-1.396507,36.761035,,125 126,,
0600MBA,Mbagathi Flats,-1.301077,36.802553,,24C 34L 33NG,,Mosque
0401MBC,Mbuyu Court,-1.263300,36.913750,,19C2 19Cdc 19Cjk,Msaponi Court | Msisi Court,Step 1
0511MCU,Mchumbi Road,-1.311857,36.838319,,11 11_2,South B Mchumbi Road,Mash Bus services
0700MMB,Meaty Meals Butchery,-1.296511,36.740570,,4W,,Riruta
0501MLK,Mega Link,-1.339590,36.744000,,24BK,,
0211MBL,Membley,-1.156242,36.925771,,107D 145D,Round A Bout Eastern Bypass,Membley bus stop
0210MBL,Membley,-1.156222,36.930358,,145D,,Membley bus stop
0201MBC,Membley Church,-1.158563,36.937352,,145D,,
0500MEM,Memorial Hospital,-1.310274,36.805254,,16 33SB,,Kenyatta Market
0803MDM,Methodist/Mazeras,-1.290119,36.777343,,48B,,Elgeyo
0511MHG,Mihang'O,-1.287924,36.951816,,33H 33J 33UTW,,Kwa Chiefs Stage
0710MIH,Mihonge,-1.282169,36.722930,,2 102,Mithonge,
0500PCH,Milele Nairobi Pcea Headquarters,-1.312743,36.824658,,12C 12D 33SB,Mosque,
0500MLN,Millenium,-1.395977,36.739571,,126 126RK,,
0101MIM,Mimosa,-1.212005,36.804767,,107D,,Mugumoini
0700MTO,Miotoni,-1.312670,36.722468,,24 111 24C,,Kabuagi
0111MCM,Mirai Court/Mifereji,-1.203220,36.770460,,107 114R,,
0210MRM,Mirema,-1.213255,36.893031,thika_road,44G 44K 44Z,Mirema Garden | Supreme,Stage
0401MTK,Mitikenda,-1.180853,36.987592,,145B,,Corner Station
0501MJN,Mjengo,-1.406255,36.946630,,110 110ATH,,
0403MKC,Mkanju Court,-1.264130,36.914780,,19C2 19Cdc 19Cjk,,Step 1
0611MKF,Mkombozi/Fraemy Supermarket,-1.281142,36.751916,,56,,Stage 2
0101MKB,Mkulima Supermarket/Banana,-1.175287,36.759291,,106 116,,Mkulima Supermarket/Banana
0301MLG,Mlango,-1.267348,36.843678,,6 14 11C 32D 46B 46H 16/62,Mlango Kubwa,Mlango Kubwa Stage
0501MLG,Mlangoni,-1.450050,36.968372,,110,Portland,Athi River (MGR)
0711MLK,Mlangosoko,-1.288554,36.743012,,2 3U 102 103,,Kawangware
0511MLL,Mlolongo,-1.393566,36.939562,,110 110ATH,Stage  Ya Chini,Mlolongo
0500MMU,Mmu/Posta,-1.382143,36.770575,,125 126,Multimedia University,
0310FRC,Moi Airforces Stage,-1.265835,36.858775,,14 28 41 18C 32D 46B 46H 16/62 17Aky,,Matatu
0501MOE,Moi Educational Centre,-1.313370,36.818980,,14B,,
0700MOG,Moi Girls,-1.303361,36.787901,,8 32A,Moi Girls' School Junction,Prestige Plaza
0501MSA,Mombasa Road,-1.318342,36.838730,,11 11_2,Sori,Mash Bus services
0501MRT,Mombasa Road Turnoff,-1.321916,36.842236,,110 12C 12D 33B 33IMR 33MKR 33UTW 110ATH,Shell,Dreamline Bus services
0601MON,Montessouri,-1.292854,36.774758,,56 46K,,Elgeyo
0600MOS,Mosque,-1.303038,36.802441,,24C 34L 33NG,,Mosque
0201MSQ,Mosque,-1.252661,36.865157,thika_road,29/30,,Stage 29/30
0301MTS,Mother Teresa Road,-1.257648,36.874272,,14 28,,ROUTE 46
0711MTL,Motherland,-1.299889,36.783829,,2 5 4W 102 111 24C,,Adams
0101MCY,Mothers Mercys,-1.180059,36.725487,,114R,,
0801MVT,Mountain View/Total Petrol Station,-1.264670,36.738660,,30 105 115 135 114W,Thing'O,Mountain View
0100MRC,Movers/Rosslyn Centre,-1.211020,36.790190,,106 107 116 11F 114R,Shakers/Rosslyn Gate,Movers/Rosslyn Centre
0500MOW,MOW,-1.318489,36.829564,,12C 12D,,Mash Bus services
0310MPP,Mowlem Police Post,-1.256670,36.905902,,18C 3738 16/62,,
0800MPS,Mp Shah,-1.264820,36.811256,,118 119 11B 119A,Police Post Parklands,Chiromo Bus Stage
0401MKB,Mt Kenya Bar Shauri Moyo,-1.291703,36.855431,,23KS,,Church army
0411MUT,Mtindwa,-1.285120,36.883921,,04SK 19C2 19Cdc 35/60 38/39 3560_2,Mutindwa,Umoja/ Mutindwa
0701MUT,Mugiriti,-1.281313,36.703454,,2 102,,Waithaka
0811MUG,Muguga,-1.186133,36.646986,,115 135 114W,,Muguga
0111FRM,Muguku Farm,-1.176554,36.718575,,114R,,
0703MHR,Muhia Road,-1.290511,36.730253,,4W,Shine Centre,Kibiria
0401MKC,Mukokoa Court,-1.262199,36.912699,,19C2 19Cdc 19Cjk,,Step 1
0501MKR,Mukoma Road,-1.372141,36.768620,,125 126,,
0700MRT,Murigiti,-1.282518,36.699162,,2 102,,
0800MUS,Museum,-1.274128,36.811825,,30 105 115 135 48A 48B 48C 114W 23KG,,Nairobi
0810MSM,Museum,-1.272516,36.815132,,118 119 11B 23W 119A,,Nairobi
0201MSH,Mushroom,-1.195820,36.838220,kiambu_road,100 120 121 100A,,
0700MUL,Muslim,-1.281990,36.737025,,3U 103,Naivasha/Naivasha Road Flat | St.John College | St.John College Riruta,Raila Estate
0211MTG,Muthaiga,-1.259818,36.843621,kiambu_road thika_road,25 43 49 100 120 121 145 17B 237 25A 44G 44Z 45G 45K 100A 29/30,Muthaiga Golf Club Entrance | Muthaiga Golf Club Stage,Muthaiga Bus Stop
0101MTH,Muthaiga Junction,-1.228633,36.798518,,108,New Muthaiga,Village Market
0110MTS,Muthaiga Shopping Centre,-1.250440,36.820580,,106 107 116 11F 114R,,Muthaiga Mini Market
0700MTM,Muthama,-1.280641,36.718732,,2 102,,Waithaka
0801MGI,Muthangari Police Station,-1.265893,36.773464,,48K,,School
0810MTG,Muthiga,-1.249498,36.684430,,103 105 115 135 114W,Muthiga/Kikopey | Mutiga,Muthiga
0800MTG,Muthiga,-1.251837,36.687823,,103 105 115 135 114W,Muthiga Academy,Muthiga
0711MUT,Muthure,-1.229684,36.687599,,103 129,,
0412MTW,Muthurwa,-1.288449,36.834243,,10 69 33DP 38/39 70/71,,ENA Coach
0701MTW,Mutindwa,-1.295200,36.744798,,4W,,Satellite
0403MTW,Mutindwa,-1.286010,36.880660,,36 58,Tuskys,Umoja/ Mutindwa
0401MVC,Mvinje Court,-1.261780,36.911650,,19C2 19Cdc 19Cjk,,Step 1
0213STG,Mwiki,-1.233935,36.930523,thika_road,17B 17B_2,,Mwiki
0403MKI,Mwiki Terminal,-1.235916,36.934875,,20,,Mwiki
0810MWM,Mwimuto,-1.235070,36.748000,,119,Total/Ack Mwimuto,Kirawa Close
0801MWG,Mwingi/Garage,-1.280611,36.781790,,48B 48O,,
