route,corridor,from_terminus,to_terminus,num_stages,return_towards,stages_in_order,surveyed_description,source_route_id
3560_2,,Umoja Stage,Umoja 2 Terminus,15,Donholm,Umoja Stage > Mutindwa > Mutindwa > Umoja 1 > Umoja Market > Umoja Dispensary > Kapsoit Road Junction > G > H > Plan B > Junction > Peacock > Olomboni Junction > Kwa Chief > Umoja 2 Terminus,Donholm-Mutindwa-Umoja 2,40704356001
100,kiambu_road,Githunguri Terminal,Kiambu Bus Terminus,28,Kaka,Githunguri Terminal > Ngara Stage > Starehe Divisional Police Station > Pangani > Muthaiga > Kenya Forestry Service Station/Kfs Karura Gate > Cid > Shark'S Palace > Rock City > Wanderjoy > Ridgeway Springs > Nakumatt Ridgeways > Runda Junction > Githogoro > Kwaheri Flyover > Evergreen > Kasarini > Kasarini Stage > Thindigwa > Mushroom > Barua > Kist > Kist > Kirigiti Junction > Kwa DO > Kcb Kiambu > Kamindi Supermarket > Kiambu Bus Terminus,O.T.C-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu,20100010011
120,kiambu_road,Githunguri Terminal,Githunguri Terminal,33,Kaka,Githunguri Terminal > Makutano > Jamaica > Njino > Ngemwa Police Post > Ting'ang'a > Nduberi Factory > Ndumberi > Kiambuu Posta > Kwa Ahindi > Kwa Do/Kiambu-Limuru Road Junction/Red Nova > Kirigiti > Kist > 5 Star Estate > Mushroom > Thindigwa > Diamond Flats > Brentwood Hotel > Balkan Sec School > Kwaheri Flyover > Githogoro > Runda Junction > Nakumatt Ridgeways > Ridgeway Springs > Wonderjoy > Rock City > Shark'S Palace > Cid > Muthaiga Golf Club Entrance > Muthaiga Golf Club Stage > Supermambo > Tss Petrol Station/Blue Hut Hotel > Githunguri Terminal,Kaka-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu-Githunguri,20100012011
121,kiambu_road,Githunguri Terminal,Ndumberi,26,Kaka,Githunguri Terminal > Kariokor > Pangani > Muthaiga > Kenya Forestry Service Station/Kfs Karura Gate > Cid > Shark'S Palace > Rock City > Wanderjoy > Ridgeway Springs > Nakumatt Ridgeways > Runda Junction > Githogoro > Kwaheri Flyover > Evergreen > Kasarini > Kasarini Stage > Thindigwa > Mushroom > Barua > Kist > Kist > Kirigiti Junction > Kwa DO > Kiambuu Posta > Ndumberi, Kaka-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu-Ndumberi,20100012111
100A,kiambu_road,Ngara Bus Terminals,Kiambu Hospital,24,Ngara,Ngara Bus Terminals > Pangani > Muthaiga > Kenya Forestry Service Station/Kfs Karura Gate > Cid > Shark'S Palace > Rock City > Wanderjoy > Ridgeway Springs > Nakumatt Ridgeways > Runda Junction > Githogoro > Kwaheri Flyover > Evergreen > Kasarini > Kasarini Stage > Thindigwa > Mushroom > Barua > Kist > Kist > Kirigiti Junction > Kwa DO > Kiambu Hospital,Ngara-Pangani-Muthaiga Roundabout-Kiambu Road-Kiambu Institute-Kiambu Hospital,20100100A11
25,thika_road,Odeon Terminal,Baba Ndogo Terminal,17,Odeon,Odeon Terminal > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Dawa Pharmacutical > Corner > Ruaraka Corner > Bleria > Bilco > Babandogo Catho > Baba Ndogo Primary > Baba Ndogo Terminal,Odeon-Pangani-Alssops-Baba Dogo,20801002511
43,thika_road,Bus Station,Ngumba Terminal,13,Bus Station,Bus Station > 19/60 Stage > Kariokor > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Shell > Ngumba Terminal,Bus Station-Pangani-Alssops-Ngumba,20901043011
49,thika_road,Odeon Terminals,Sunton,28,Odeon,Odeon Terminals > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Regional Centre > Police Post > Naivas > Naivas > Metro > Equity > Grand Point > Danamark Flats > Seasons > Seasons > Stimmer Corner > Martanet > Huntas > Sunton,Odeon-Pangani-Roysabu-Kasarani-Sunton,21000004911
145,thika_road,Main Stage,Ruiru,24,Tusker,Main Stage > Kariokor > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Githurai > Gihurai > Githurai > Kahawa > Kware > Kware > KU > Clay Works > By Pass > Kihunguro > Kihunguro > Ruiru,Munyu Road-Pangani-Roysabu-Githurai-KU-Ruiru,20000145011
17B,thika_road,Bus Station,Mwiki,35,Bus Station,Bus Station > Bus Station > 19/60 Stage > Kariokor > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Regional Centre > Police Post > Naivas > Naivas > Metro > Equity > Grand Point > Danamark Flats > Seasons > Seasons > Stimmer Corner > Martanet > Huntas > Sunton > Sunton > Kwa Miti > Garage > Maji Mazuri > Kwa Mlima > Kwa Mlima > Mwiki,Bus Station-Pangani-Roysambu-Kasarani-Mwiki,21000017B11
237,thika_road,Townterminal,Thika Town,36,Tusker,Townterminal > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Githurai > Gihurai > Githurai > Kahawa > Kware > Kware > KU > Clay Works > By Pass > Kihunguro > Kihunguro > Ruiru Fly Over > Kwa Kairu > Kimbo > Kenyata Road Stage > Juja Stage > Jkuat Main Gate Stage > Sewage Stage > High Point > Mang'U > Past Mang'U > Petro Ststin > Kwa Junction > Tuskeys > Thika Town,Munyu Road-Pangani-Roysabu-Githurai-KU-Ruiru-Juja-Thika,20000237011
25A,thika_road,25A Terminal,Lucky Summer Terminal,26,Odeon,25A Terminal > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Alsops > Dawa Pharmacutical > Corner > Ruaraka Corner > Bleria > Bilco > Babandogo Catho > Baba Ndogo Primary > Baba Ndogo Terminal > Gathecha > Kenya Power > The Baptist Chapel > Timba Junior Academy > Mosque > Aic Lucky Summer > House Of Faith Ministry > Lucky Summer Terminal,Odeon-Pangani-Alssops-Baba Dogo-Lucky Summer,20801025A11
44G,thika_road,Main Stage,Main Stage,31,Odeon,Main Stage > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Roysabu > Supreme > Royal > Gospel Church > Base > Base > Car Wash > Leesta Supermarket > Car Wash > Jacarada > Jacarada > Sikiliza > Karura > Mahiga Prima > West Plaza > Kenol Petro Station > Main Stage,Odeon-Pangani-Roysambu-Githurai-Ku,21100004411
44Z,thika_road,Main Stage,Main Stage,23,Odeon,Main Stage > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Roysabu > Supreme > Royal > Gospel Church > Base > Base > Car Wash > Car Wash > Main Stage,Odeon-Pangani-Roysabu-Zimmerman-KU,21100004412
45G,thika_road,Main Stage,Gihurai,13,Tusker,Main Stage > Kariokor > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Gihurai,Munyu Road-Pangani-Roysabu-Githurai,20000004512
45K,thika_road,Main Stage,KU,21,Tusker,Main Stage > Koja > Ngara > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > Allsops > Allsops > Homeland In > Stadium > Roysabu > Githurai > Gihurai > Githurai > Kahawa > Kware > Kware > KU,Munyu Road-Pangani-Roysabu-Githurai-Ku,20000004511
29/30,thika_road,Ngara Bus Terminals,Mathare North Terminal,11,Ngara,Ngara Bus Terminals > Kie/Pioneer > Pangani > Muthaiga > Nys Stage > Kca > Drive In > All Sops > Drive In > Mosque > Mathare North Terminal,Ngara-Pangani-Alssops-Drive in-Mathare,20701293011
