route_id,direction,sequence,stage_id
10000116011,in,27,0100MRC
10000116011,in,28,0100RRP
10000116011,in,29,0100RES
10000116011,in,30,0100RKH
10000116011,in,31,0110VMT
10000116011,in,32,0100RRJ
10000116011,in,33,0110UNA
10000116011,in,34,0110MTS
10000116011,in,35,0100TCP
10000116011,in,36,0110TPA
10000116011,in,37,0110AGK
10000116011,in,38,0112LKT
80100011811,out,0,0812KNJ
80100011811,out,1,0801PSC
80100011811,out,2,0801MPS
80100011811,out,3,0811MAY
80100011811,out,4,0813WSA
80100011811,out,5,0801SRT
80100011811,out,6,0801PPN
80100011811,out,7,0801BRD
80100011811,out,8,0801TOT
80100011811,out,9,0811SVL
80100011811,out,10,0801SVP
80100011811,out,11,0801HVW
80100011811,out,12,0801ZEN
80100011811,out,13,0811ZEN
80100011811,out,14,0801PSE
80100011811,out,15,0801KBT
80100011811,out,16,0801PST
80100011811,out,17,0811KSA
80100011811,out,18,0801UON
80100011811,out,19,0801RHY
80100011811,out,20,0801GAC
80100011811,out,21,0811KAM
80100011811,out,22,0801KAM
80100011811,out,23,0801MOS
80100011811,out,24,0801KIG
80100011811,out,25,0811WAG
80100011811,out,26,0713WNG
80100011811,in,0,0713WNG
80100011811,in,1,0800TOT
80100011811,in,2,0800ACC
80100011811,in,3,0800RGR
80100011811,in,4,0810KAM
80100011811,in,5,0810NDG
80100011811,in,6,0800KAS
80100011811,in,7,0810KRC
80100011811,in,8,0810UON
80100011811,in,9,0810POS
80100011811,in,10,0800KSP
80100011811,in,11,0800PEP
80100011811,in,12,0810ZEN
80100011811,in,13,0800HVW
80100011811,in,14,0800BYP
80100011811,in,15,0800KBL
80100011811,in,16,0800BRD
80100011811,in,17,0800PPN
80100011811,in,18,0800SRT
80100011811,in,19,0800WST
80100011811,in,20,0800LUN
80100011811,in,21,0800MAY
80100011811,in,22,0800TTM
80100011811,in,23,0800IMP
80100011811,in,24,0800MPS
80100011811,in,25,0800PPT
80100011811,in,26,0800KLH
80100011811,in,27,0800PSC
80100011811,in,28,0810MSM
80100011811,in,29,0800SHK
80100011811,in,30,0800NGR
80000011911,out,0,0812KNJ
80000011911,out,1,0801NGR
80000011911,out,2,0801PSC
80000011911,out,3,0801MPS
80000011911,out,4,0811MAY
80000011911,out,5,0813WSA
80000011911,out,6,0801SRT
80000011911,out,7,0801PPN
80000011911,out,8,0801BRD
80000011911,out,9,0801TOT
80000011911,out,10,0811SVL
80000011911,out,11,0801SVP
80000011911,out,12,0801HVW
80000011911,out,13,0801ZEN
80000011911,out,14,0811ZEN
80000011911,out,15,0801LVW
80000011911,out,16,0801KIA
80000011911,out,17,0801KRW
80000011911,out,18,0801KSR
80000011911,out,19,0811MWM
80000011911,out,20,0801AGM
80000011911,out,21,0801KNN
80000011911,out,22,0801BCM
80000011911,out,23,0811KRH
80000011911,out,24,0801OMH
80000011911,out,25,0801LKM
80000011911,out,26,0801KBU
80000011911,out,27,0801KHC
80000011911,out,28,0811AKK
80000011911,out,29,0801WHC
80000011911,in,0,0800ACA
80000011911,in,1,0810ACC
80000011911,in,2,0800KMC
80000011911,in,3,0800TCB
80000011911,in,4,0800ACB
80000011911,in,5,0800WHC
80000011911,in,6,0810WHC
80000011911,in,7,0800KHC
80000011911,in,8,0800KBY
80000011911,in,9,0800KKC
80000011911,in,10,0800LKM
80000011911,in,11,0800ACH
80000011911,in,12,0810OMH
80000011911,in,13,0800MMS
80000011911,in,14,0800KNN
80000011911,in,15,0800MWM
80000011911,in,16,0810MWM
80000011911,in,17,0800TAC
80000011911,in,18,0800NKE
80000011911,in,19,0800KWR
80000011911,in,20,0800KIA
80000011911,in,21,0800LVW
80000011911,in,22,0810ZEN
80000011911,in,23,0800HVW
80000011911,in,24,0800BYP
80000011911,in,25,0800KBL
80000011911,in,26,0800BRD
80000011911,in,27,0800PPN
80000011911,in,28,0800SRT
80000011911,in,29,0800WST
80000011911,in,30,0800LUN
80000011911,in,31,0800MAY
80000011911,in,32,0800TTM
80000011911,in,33,0800IMP
80000011911,in,34,0800MPS
80000011911,in,35,0800PPT
80000011911,in,36,0800KLH
80000011911,in,37,0800PSC
80000011911,in,38,0810MSM
80000011911,in,39,0800SHK
80000011911,in,40,0800NGR
80000011911,in,41,0812KNJ
20100012011,out,0,0213GGD
20100012011,out,1,0200MNO
20100012011,out,2,0200JAM
20100012011,out,3,0200JIN
20100012011,out,4,0200GPS
20100012011,out,5,0210TGA
20100012011,out,6,0200DBR
20100012011,out,7,0210DBR
20100012011,out,8,0210KPO
20100012011,out,9,0210KAD
20100012011,out,10,0210KDO
20100012011,out,11,0200KJN
20100012011,out,12,0200KS2
20100012011,out,13,0200STR
20100012011,out,14,0200MSH
20100012011,out,15,0200TND
20100012011,out,16,0200DMD
20100012011,out,17,0200BWD
20100012011,out,18,0200BLN
20100012011,out,19,0200KWH
20100012011,out,20,0200GTO
20100012011,out,21,0200RND
20100012011,out,22,0210NTR
20100012011,out,23,0200RDS
20100012011,out,24,0200WJY
20100012011,out,25,0200ROC
20100012011,out,26,0200SHK
20100012011,out,27,0210CID
20100012011,out,28,0200MTE
20100012011,out,29,0210MGC
20100012011,out,30,0210SMB
20100012011,out,31,0200TSS
20100012011,out,32,0212GRD
20100012011,in,0,0212GRD
20100012011,in,1,0201KRK
20100012011,in,2,0201PNG
20100012011,in,3,0211MBS
20100012011,in,4,0201KFS
20100012011,in,5,0211CID
20100012011,in,6,0211SHP
20100012011,in,7,0201ROC
20100012011,in,8,0201WJY
20100012011,in,9,0201RDS
20100012011,in,10,0201NTR
20100012011,in,11,0201RND
20100012011,in,12,0201GTO
20100012011,in,13,0201KWH
20100012011,in,14,0201EVR
20100012011,in,15,0201KSR
20100012011,in,16,0201KSS
20100012011,in,17,0211TND
20100012011,in,18,0201MSH
20100012011,in,19,0201BRA
20100012011,in,20,0211KST
20100012011,in,21,0201KS2
20100012011,in,22,0201KJN
20100012011,in,23,0211KDO
20100012011,in,24,0211KPO
20100012011,in,25,0211DBR
20100012011,in,26,0201DBR
20100012011,in,27,0211TGA
20100012011,in,28,0201POS
20100012011,in,29,0201AIP
20100012011,in,30,0201IKN
20100012011,in,31,0201GTJ
20100012011,in,32,0201JAM
20100012011,in,33,0201KGM
20100012011,in,34,0201MNO
20100012011,in,35,0201BHC
20100012011,in,36,0213GGD
20100012111,out,0,0212GRD
20100012111,out,1,0201KRK
20100012111,out,2,0201PNG
20100012111,out,3,0211MBS
20100012111,out,4,0201KFS
20100012111,out,5,0211CID
20100012111,out,6,0211SHP
20100012111,out,7,0201ROC
20100012111,out,8,0201WJY
20100012111,out,9,0201RDS
20100012111,out,10,0201NTR
20100012111,out,11,0201RND
20100012111,out,12,0201GTO
20100012111,out,13,0201KWH
20100012111,out,14,0201EVR
20100012111,out,15,0201KSR
20100012111,out,16,0201KSS
20100012111,out,17,0211TND
20100012111,out,18,0201MSH
20100012111,out,19,0201BRA
20100012111,out,20,0211KST
20100012111,out,21,0201KS2
20100012111,out,22,0201KJN
20100012111,out,23,0211KDO
20100012111,out,24,0211KPO
20100012111,out,25,0213DRD
20100012111,in,0,0213DRD
20100012111,in,1,0210KPO
20100012111,in,2,0210KDO
20100012111,in,3,0200KJN
20100012111,in,4,0200KS2
20100012111,in,5,0200STR
20100012111,in,6,0200MSH
20100012111,in,7,0200TND
20100012111,in,8,0200DMD
20100012111,in,9,0200BWD
20100012111,in,10,0200BLN
20100012111,in,11,0200KWH
20100012111,in,12,0200GTO
20100012111,in,13,0200RND
20100012111,in,14,0210NTR
20100012111,in,15,0200RDS
20100012111,in,16,0200WJY
20100012111,in,17,0200ROC
20100012111,in,18,0200SHK
20100012111,in,19,0210CID
20100012111,in,20,0200MTE
20100012111,in,21,0210MGC
20100012111,in,22,0210PNG
20100012111,in,23,0210KAR
20100012111,in,24,0212GRD
50205012511,out,0,0512RLW
50205012511,out,1,0501KBL
50205012511,out,2,0511NYS
50205012511,out,3,0511MAD
50205012511,out,4,0501TML
50205012511,out,5,0501WIL
50205012511,out,6,0501AMR
50205012511,out,7,0501DME
50205012511,out,8,0501UCH
50205012511,out,9,0511LGT
50205012511,out,10,0511BRK
50205012511,out,11,0500LGS
50205012511,out,12,0511OPR
50205012511,out,13,0501LGC
50205012511,out,14,0501WCK
50205012511,out,15,0501BMS
50205012511,out,16,0501NNP
50205012511,out,17,0511CUE
50205012511,out,18,0511TOL
50205012511,out,19,0501MRG
50205012511,out,20,0501BDS
50205012511,out,21,0501MKR
50205012511,out,22,0511MMU
50205012511,out,23,0501HCC
50205012511,out,24,0501NIB
50205012511,out,25,0511MSL
50205012511,out,26,0501RNG
50205012511,out,27,0511KOB
50205012511,out,28,0501STM
50205012511,out,29,0501ONM
50205012511,out,30,0501RNP
50205012511,out,31,0501KNL
50205012511,out,32,0511TUS
50205012511,out,33,0513KWR
50205012511,in,0,0510TKY
50205012511,in,1,0500NTU
50205012511,in,2,0510NST
50205012511,in,3,0500BAR
50205012511,in,4,0500MGT
50205012511,in,5,0510KOB
50205012511,in,6,0500RNG
50205012511,in,7,0510MSL
50205012511,in,8,0500MMU
50205012511,in,9,0510BKM
50205012511,in,10,0510SBR
50205012511,in,11,0500BDS
50205012511,in,12,0500CAM
50205012511,in,13,0500SWR
50205012511,in,14,0510PKP
50205012511,in,15,0500CUE
50205012511,in,16,0500CON
50205012511,in,17,0500BMS
50205012511,in,18,0500HST
50205012511,in,19,0500ORP
50205012511,in,20,0510BRC
50205012511,in,21,0510LGT
50205012511,in,22,0510HQS
50205012511,in,23,0510KAS
50205012511,in,24,0510CAN
50205012511,in,25,0510AMR
50205012511,in,26,0510LGP
50205012511,in,27,0510WIL
50205012511,in,28,0510TML
50205012511,in,29,0510MFL
50205012511,in,30,0510NYS
50205012511,in,31,0510AGP
50205012511,in,32,0512RLW
50205012611,out,0,0512RLW
50205012611,out,1,0501KBL
50205012611,out,2,0511NYS
50205012611,out,3,0511MAD
50205012611,out,4,0501TML
50205012611,out,5,0501WIL
50205012611,out,6,0501AMR
50205012611,out,7,0501DME
50205012611,out,8,0501UCH
50205012611,out,9,0511LGT
50205012611,out,10,0511BRK
50205012611,out,11,0500LGS
50205012611,out,12,0511OPR
50205012611,out,13,0501LGC
50205012611,out,14,0501WCK
50205012611,out,15,0501BMS
50205012611,out,16,0501NNP
50205012611,out,17,0511CUE
50205012611,out,18,0511TOL
50205012611,out,19,0501MRG
50205012611,out,20,0501BDS
50205012611,out,21,0501MKR
50205012611,out,22,0511MMU
50205012611,out,23,0501HCC
50205012611,out,24,0501NIB
50205012611,out,25,0511MSL
50205012611,out,26,0501RNG
50205012611,out,27,0511KOB
50205012611,out,28,0501STM
50205012611,out,29,0501ONM
50205012611,out,30,0501RNP
50205012611,out,31,0501KNL
50205012611,out,32,0511TUS
50205012611,out,33,0513KWR
50205012611,out,34,0501WMN
50205012611,out,35,0501OLR
50205012611,out,36,0501LSR
50205012611,out,37,0501EXC
50205012611,out,38,0501ACA
50205012611,out,39,0501ADV
50205012611,out,40,0501NKO
50205012611,out,41,0501PCE
50205012611,out,42,0501RIM
50205012611,out,43,0501NLP
50205012611,out,44,0501KSG
50205012611,out,45,0501KMT
50205012611,out,46,0501KIS
50205012611,in,0,0500KSR
50205012611,in,1,0500TRN
50205012611,in,2,0500GCG
50205012611,in,3,0500KJI
50205012611,in,4,0500KHN
50205012611,in,5,0500HSM
50205012611,in,6,0500NYT
50205012611,in,7,0500NLP
50205012611,in,8,0500KRT
50205012611,in,9,0500MSR
50205012611,in,10,0500RMP
50205012611,in,11,0500NGA
50205012611,in,12,0500KMR
50205012611,in,13,0500KAN
50205012611,in,14,0500FLT
50205012611,in,15,0500WTH
50205012611,in,16,0500BRM
50205012611,in,17,0500ACA
50205012611,in,18,0500MGC
50205012611,in,19,0500EXC
50205012611,in,20,0500KKM
50205012611,in,21,0500BPS
50205012611,in,22,0500CLX
50205012611,in,23,0500MLN
50205012611,in,24,0500PLC
50205012611,in,25,0500OLR
50205012611,in,26,0500FTM
50205012611,in,27,0500NBW
50205012611,in,28,0510KWR
50205012611,in,29,0510TKY
50205012611,in,30,0500NTU
50205012611,in,31,0510NST
50205012611,in,32,0500BAR
50205012611,in,33,0500MGT
50205012611,in,34,0510KOB
50205012611,in,35,0500RNG
50205012611,in,36,0510MSL
50205012611,in,37,0500MMU
50205012611,in,38,0510BKM
50205012611,in,39,0510SBR
50205012611,in,40,0500BDS
50205012611,in,41,0500CAM
50205012611,in,42,0500SWR
50205012611,in,43,0510PKP
50205012611,in,44,0500CUE
50205012611,in,45,0500CON
50205012611,in,46,0500BMS
50205012611,in,47,0500HST
50205012611,in,48,0500ORP
50205012611,in,49,0510BRC
50205012611,in,50,0510LGT
50205012611,in,51,0510HQS
50205012611,in,52,0510KAS
50205012611,in,53,0510CAN
50205012611,in,54,0510AMR
50205012611,in,55,0510LGP
50205012611,in,56,0510WIL
50205012611,in,57,0510TML
50205012611,in,58,0510MFL
50205012611,in,59,0510NYS
50205012611,in,60,0510AGP
50205012611,in,61,0512RLW
70000012911,out,0,0813KKS
70000012911,out,1,0800PCR
70000012911,out,2,0800KRY
70000012911,out,3,0701KIJ
70000012911,out,4,0701GTR
70000012911,out,5,0701KNR
70000012911,out,6,0711NJG
70000012911,out,7,0711MGU
70000012911,out,8,0701RNR
70000012911,out,9,0711MUT
70000012911,out,10,0701ACI
70000012911,out,11,0711KNY
70000012911,out,12,0701ACC
70000012911,out,13,0711PFE
70000012911,out,14,0701TTW
70000012911,out,15,0713WNG
70000012911,in,0,0713WNG
70000012911,in,1,0700KAK
70000012911,in,2,0700ACI
70000012911,in,3,0710KNA
70000012911,in,4,0700GBK
70000012911,in,5,0710MTE
70000012911,in,6,0700MAA
70000012911,in,7,0710MAU
70000012911,in,8,0700GRU
70000012911,in,9,0801NGA
70000012911,in,10,0801KKR
70000012911,in,11,0801STZ
70000012911,in,12,0801KOL
70000012911,in,13,0813KKS
80000135011,out,0,0812KAK
80000135011,out,1,0811CHR
80000135011,out,2,0801CHR
80000135011,out,3,0812WST
80000135011,out,4,0801STM
80000135011,out,5,0801LIO
80000135011,out,6,0801BRK
80000135011,out,7,0801SAF
80000135011,out,8,0811AGA
80000135011,out,9,0811ABC
80000135011,out,10,0801ABE
80000135011,out,11,0801JGJ
80000135011,out,12,0811KAR
80000135011,out,13,0801NSH
80000135011,out,14,0801DEL
80000135011,out,15,0801AFL
80000135011,out,16,0811KND
80000135011,out,17,0801SDM
80000135011,out,18,0811KNM
80000135011,out,19,0801CUS
80000135011,out,20,0811SKO
80000135011,out,21,0811KBP
80000135011,out,22,0811KIN
80000135011,out,23,0811MTG
80000135011,out,24,0811RNR
80000135011,out,25,0811GIT
80000135011,out,26,0811SIG
80000135011,out,27,0811ZOP
80000135011,out,28,0811GCN
80000135011,out,29,0811MUG
80000135011,out,30,0811IKA
80000135011,out,31,0801IKA
80000135011,out,32,0811JOR
80000135011,out,33,0801CNG
80000135011,out,34,0811CNG
80000135011,out,35,0811RRN
80000135011,out,36,0801RRN
80000135011,out,37,0801KPL
80000135011,out,38,0811KDR
80000135011,out,39,0801KRH
80000135011,out,40,0801MBR
80000135011,out,41,0811MBR
80000135011,out,42,0801DOS
80000135011,out,43,0813LMT
80000135011,in,0,0813LMT
80000135011,in,1,0800KMR
80000135011,in,2,0800KMD
80000135011,in,3,0810JUN
80000135011,in,4,0810KBB
80000135011,in,5,0810ARM
80000135011,in,6,0810RIR
80000135011,in,7,0810CNG
80000135011,in,8,0810BEL
80000135011,in,9,0810IKA
80000135011,in,10,0810SIT
80000135011,in,11,0810MUG
80000135011,in,12,0810GIC
80000135011,in,13,0810KBA
80000135011,in,14,0800KBA
80000135011,in,15,0810ZAB
80000135011,in,16,0801WID
80000135011,in,17,0810SIG
80000135011,in,18,0810GCR
80000135011,in,19,0810GIT
80000135011,in,20,0800GIT
80000135011,in,21,0810KPL
80000135011,in,22,0810RUG
80000135011,in,23,0800REG
80000135011,in,24,0810MTG
80000135011,in,25,0800MTG
80000135011,in,26,0800KIN
80000135011,in,27,0810KIN
80000135011,in,28,0810EGT
80000135011,in,29,0810WJM
80000135011,in,30,0810COP
80000135011,in,31,0810UTH
80000135011,in,32,0800UTH
80000135011,in,33,0810MRG
80000135011,in,34,0810KBT
80000135011,in,35,0810NNN
80000135011,in,36,0810TNG
80000135011,in,37,0800KGT
80000135011,in,38,0800HES
80000135011,in,39,0800CCK
80000135011,in,40,0810NSH
80000135011,in,41,0810KAR
80000135011,in,42,0800KBB
80000135011,in,43,0800APD
80000135011,in,44,0800NJG
80000135011,in,45,0800WDC
80000135011,in,46,0810WPS
80000135011,in,47,0810LIO
80000135011,in,48,0810STM
80000135011,in,49,0800GPR
80000135011,in,50,0810WST
80000135011,in,51,0800EDS
80000135011,in,52,0800CHR
80000135011,in,53,0800MUS
80000135011,in,54,0812KAK
20000145011,out,0,term_145_kenya_national_archives
20000145011,out,1,0212GHT
20000145011,out,2,0201KRK
20000145011,out,3,0201PNG
20000145011,out,4,0211MTG
20000145011,out,5,0211NYS
20000145011,out,6,0211KCA
20000145011,out,7,0211DRV
20000145011,out,8,0201ALS
20000145011,out,9,0211ALS
20000145011,out,10,0201HML
20000145011,out,11,0211STD
20000145011,out,12,0201RSB
20000145011,out,13,0201GIT
20000145011,out,14,0211GIT
20000145011,out,15,0201GIG
20000145011,out,16,0211KAH
20000145011,out,17,0211KRE
20000145011,out,18,0201KRE
20000145011,out,19,0213MKU
20000145011,out,20,0201CLY
20000145011,out,21,0211BYP
20000145011,out,22,0201KIH
20000145011,out,23,0211KIH
20000145011,out,24,0213MRY
20000145011,in,0,0213MRY
20000145011,in,1,0210FLY
20000145011,in,2,0210BYP
20000145011,in,3,0210CLM
20000145011,in,4,0210CLY
20000145011,in,5,0200KUF
20000145011,in,6,0210KUM
20000145011,in,7,0200KRE
20000145011,in,8,0210KRE
20000145011,in,9,0210KAH
20000145011,in,10,0200GIT
20000145011,in,11,0210GIT
20000145011,in,12,0210RSB
20000145011,in,13,0210STD
20000145011,in,14,0200STD
20000145011,in,15,0200HML
20000145011,in,16,0210ALS
20000145011,in,17,0210DRV
20000145011,in,18,0210KCA
20000145011,in,19,0210SUR
20000145011,in,20,0210MTG
20000145011,in,21,0210PNG
20000145011,in,22,0200GNK
20000145011,in,23,0210NGR
20000145011,in,24,0210FIG
20000145011,in,25,0210KNJ
20000145011,in,26,term_145_kenya_national_archives
20000237011,out,0,term_237_kenya_national_archives
20000237011,out,1,term_237_odeon_cinema
20000237011,out,2,term_237_mfangano___ronald_ngala
20000237011,out,3,0212TKT
20000237011,out,4,0201PNG
20000237011,out,5,0211MTG
20000237011,out,6,0211NYS
20000237011,out,7,0211KCA
20000237011,out,8,0211DRV
20000237011,out,9,0201ALS
20000237011,out,10,0211ALS
20000237011,out,11,0201HML
20000237011,out,12,0211STD
20000237011,out,13,0201RSB
20000237011,out,14,0201GIT
20000237011,out,15,0211GIT
20000237011,out,16,0201GIG
20000237011,out,17,0211KAH
20000237011,out,18,0211KRE
20000237011,out,19,0201KRE
20000237011,out,20,0213MKU
20000237011,out,21,0201CLY
20000237011,out,22,0211BYP
20000237011,out,23,0201KIH
20000237011,out,24,0211KIH
20000237011,out,25,0211FLY
20000237011,out,26,0201KAI
20000237011,out,27,0201KBO
20000237011,out,28,0211KRD
20000237011,out,29,0211JUJ
20000237011,out,30,0211JKT
20000237011,out,31,0211SEW
20000237011,out,32,0211HIP
20000237011,out,33,0211MNG
20000237011,out,34,0211WTH
20000237011,out,35,0201PTR
20000237011,out,36,0201JNT
20000237011,out,37,0201TKS
20000237011,out,38,0213TKD
20000237011,in,0,0213TKD
20000237011,in,1,0210WTH
20000237011,in,2,0210MNG
20000237011,in,3,0210HIP
20000237011,in,4,0210SEW
20000237011,in,5,0210JKT
20000237011,in,6,0210KBO
20000237011,in,7,0200KAI
20000237011,in,8,0210FLY
20000237011,in,9,0210BYP
20000237011,in,10,0210CLM
20000237011,in,11,0210CLY
20000237011,in,12,0200KUF
20000237011,in,13,0210KUM
20000237011,in,14,0200KRE
20000237011,in,15,0210KRE
20000237011,in,16,0210KAH
20000237011,in,17,0200GIT
20000237011,in,18,0210GIT
20000237011,in,19,0210RSB
20000237011,in,20,0210STD
20000237011,in,21,0200STD
20000237011,in,22,0200HML
20000237011,in,23,0210ALS
20000237011,in,24,0210DRV
20000237011,in,25,0210KCA
20000237011,in,26,0210SUR
20000237011,in,27,0210MTG
20000237011,in,28,0210PNG
20000237011,in,29,0200GNK
20000237011,in,30,0210NGR
20000237011,in,31,0210FIG
20000237011,in,32,0210KNJ
20000237011,in,33,0212TKT
20000237011,in,34,term_237_mfangano___ronald_ngala
20000237011,in,35,term_237_odeon_cinema
20000237011,in,36,term_237_kenya_national_archives
40101040501,out,0,0402CTY
40101040501,out,1,0411DTB
40101040501,out,2,0401IND
40101040501,out,3,0411CGR
40101040501,out,4,0401SLT
40101040501,out,5,0403NYO
40101040501,in,0,0403NYO
40101040501,in,1,0410CGR
40101040501,in,2,0400IND
40101040501,in,3,0410DTB
40101040501,in,4,0412CTI
40703196011,out,0,0402LDR
40703196011,out,1,0411CST
40703196011,out,2,0411SMY
40703196011,out,3,0411MZW
40703196011,out,4,0401RKN
40703196011,out,5,0411CAR
40703196011,out,6,0411PST
40703196011,out,7,0401UJR
40703196011,out,8,0411HMZ
40703196011,out,9,0411TMH
40703196011,out,10,0412NAI
40703196011,out,11,0401MYJ
40703196011,out,12,0411MYJ
40703196011,out,13,0411TEN
40703196011,out,14,0411MCW
40703196011,out,15,0411MRR
40703196011,out,16,0401MRR
40703196011,out,17,0411BEN
40703196011,out,18,0401BEN
40703196011,out,19,0401MBA
40703196011,out,20,0401JUN
40703196011,out,21,0411JUN
40703196011,out,22,0401POS
40703196011,out,23,0401SWT
40703196011,out,24,0411KOI
40703196011,out,25,0401NYD
40703196011,out,26,0401PMR
40703196011,out,27,0411RST
40703196011,out,28,0401MRA
40703196011,out,29,0401SBA
40703196011,out,30,0411KCF
40703196011,out,31,0401GKC
40703196011,out,32,0401DSL
40703196011,out,33,0401BSR
40703196011,out,34,0401KON
40703196011,out,35,0401NYR
40703196011,out,36,0401MHN
40703196011,out,37,0411MHN
40703196011,out,38,0401SWM
40703196011,out,39,0401KNM
40703196011,out,40,0403KY1
40703196011,in,0,0403KY1
40703196011,in,1,0400SP1
40703196011,in,2,0400TSH
40703196011,in,3,0410TSH
40703196011,in,4,0400KNS
40703196011,in,5,0400PCE
40703196011,in,6,0410PCE
40703196011,in,7,0400RCK
40703196011,in,8,0400KDO
40703196011,in,9,0410KDO
40703196011,in,10,0400NYV
40703196011,in,11,0400MSB
40703196011,in,12,0410MSB
40703196011,in,13,0400SOS
40703196011,in,14,0410BEN
40703196011,in,15,0400MRR
40703196011,in,16,0410MRR
40703196011,in,17,0400MCW
40703196011,in,18,0410MCW
40703196011,in,19,0410TEN
40703196011,in,20,0410MYJ
40703196011,in,21,0412DON
40703196011,in,22,0410DNR
40703196011,in,23,0410TMH
40703196011,in,24,0410HMZ
40703196011,in,25,0400TJR
40703196011,in,26,0410MKD
40703196011,in,27,0400UJR
40703196011,in,28,0410PST
40703196011,in,29,0412CAR
40703196011,in,30,0400MKG
40703196011,in,31,0400MZW
40703196011,in,32,0410KLL
40703196011,in,33,0410CST
40703196011,in,34,0400NCC
40703196011,in,35,0400CTB
40703196011,in,36,0402LDR
20800203001,out,0,0212APT
20800203001,out,1,0201DAW
20800203001,out,2,0201KBM
20800203001,out,3,0201SHP
20800203001,out,4,0213RNS
20800203001,in,0,0213RNS
20800203001,in,1,0200SHP
20800203001,in,2,0210KBM
20800203001,in,3,0200KBM
20800203001,in,4,0200FHA
20800203001,in,5,0200BDJ
20800203001,in,6,0210NIS
20800203001,in,7,0212APT
30603373812,out,0,0312SOK
30603373812,out,1,0311BAO
30603373812,out,2,0311RIS
30603373812,out,3,0311SEN
30603373812,out,4,0311TOT
30603373812,out,5,0301ACC
30603373812,out,6,0311TON
30603373812,out,7,0311JOD
30603373812,out,8,0301MSB
30603373812,out,9,0311SKA
30603373812,out,10,0403SKJ
30603373812,out,11,0411SKA
30603373812,out,12,0401KYJ
30603373812,out,13,0401TWS
30603373812,out,14,0411NJR
30603373812,out,15,0401CHK
30603373812,out,16,0401TKY
30603373812,out,17,0411BPS
30603373812,out,18,0401WKM
30603373812,out,19,0401DNE
30603373812,out,20,0403QKM
30603373812,in,0,0400DNE
30603373812,in,1,0400WKM
30603373812,in,2,0410BPS
30603373812,in,3,0410TKY
30603373812,in,4,0400CHK
30603373812,in,5,0410NJR
30603373812,in,6,0400KYJ
30603373812,in,7,0310JUN
30603373812,in,8,0300OLE
30603373812,in,9,0300MSB
30603373812,in,10,0310MSB
30603373812,in,11,0310MBO
30603373812,in,12,0310OGP
30603373812,in,13,0310SKA
30603373812,in,14,0310MPP
30603373812,in,15,0310TON
30603373812,in,16,0310ACC
30603373812,in,17,0310TOT
30603373812,in,18,0310SEN
30603373812,in,19,0310RIS
30603373812,in,20,0300MUT
30603373812,in,21,0310BAO
30603373812,in,22,0302RND
4070500SK11,out,0,0412TSR
4070500SK11,out,1,0411CST
4070500SK11,out,2,0411SMY
4070500SK11,out,3,0411MZW
4070500SK11,out,4,0401RKN
4070500SK11,out,5,0411CAR
4070500SK11,out,6,0411PST
4070500SK11,out,7,0401UJR
4070500SK11,out,8,0411HMZ
4070500SK11,out,9,0411TMH
4070500SK11,out,10,0412NAI
4070500SK11,out,11,0411MUT
4070500SK11,out,12,0401CLX
4070500SK11,out,13,0401UMJ
4070500SK11,out,14,0401UM3
4070500SK11,out,15,0401MLH
4070500SK11,out,16,0401SPL
4070500SK11,out,17,0401KMJ
4070500SK11,out,18,0403SKJ
4070500SK11,in,0,0403SKJ
4070500SK11,in,1,0400SKJ
4070500SK11,in,2,0400MYC
4070500SK11,in,3,0400KMJ
4070500SK11,in,4,0400MLH
4070500SK11,in,5,0400EST
4070500SK11,in,6,0400UMJ
4070500SK11,in,7,0400CLX
4070500SK11,in,8,0410MUT
4070500SK11,in,9,0400STL
4070500SK11,in,10,0410NAI
4070500SK11,in,11,0410DNR
4070500SK11,in,12,0410TMH
4070500SK11,in,13,0410HMZ
4070500SK11,in,14,0400TJR
4070500SK11,in,15,0410MKD
4070500SK11,in,16,0400UJR
4070500SK11,in,17,0410PST
4070500SK11,in,18,0412CAR
4070500SK11,in,19,0400MKG
4070500SK11,in,20,0400MZW
4070500SK11,in,21,0410KLL
4070500SK11,in,22,0410CST
4070500SK11,in,23,0400NCC
4070500SK11,in,24,0400CTB
4070500SK11,in,25,0410SLA
4070500SK11,in,26,0412TSR
20100100A11,out,0,0212NGB
20100100A11,out,1,0201PNG
20100100A11,out,2,0211MBS
20100100A11,out,3,0201KFS
20100100A11,out,4,0211CID
20100100A11,out,5,0211SHP
20100100A11,out,6,0201ROC
20100100A11,out,7,0201WJY
20100100A11,out,8,0201RDS
20100100A11,out,9,0201NTR
20100100A11,out,10,0201RND
20100100A11,out,11,0201GTO
20100100A11,out,12,0201KWH
20100100A11,out,13,0201EVR
20100100A11,out,14,0201KSR
20100100A11,out,15,0201KSS
20100100A11,out,16,0211TND
20100100A11,out,17,0201MSH
20100100A11,out,18,0201BRA
20100100A11,out,19,0211KST
20100100A11,out,20,0201KS2
20100100A11,out,21,0201KJN
20100100A11,out,22,0211KDO
20100100A11,out,23,0213KHO
20100100A11,in,0,0213KHO
20100100A11,in,1,0210KDO
20100100A11,in,2,0200KJN
20100100A11,in,3,0200KS2
20100100A11,in,4,0200STR
20100100A11,in,5,0200MSH
20100100A11,in,6,0200TND
20100100A11,in,7,0200DMD
20100100A11,in,8,0200BWD
20100100A11,in,9,0200BLN
