sacco,permit_no,via_raw,via_points
METROTRANS EAST AFRICA LIMITED,NTR-00202012241143330,"Thika, NairobiKawangwareKikuyu Narok Bomet Kisii Homabay, Migori",thika|nairobikawangwarekikuyu narok bomet kisii homabay|migori
METROTRANS EAST AFRICA LIMITED,NTR-00202203221637030,"Thika, Loitoktok Kitengela Nairobi Kawangware Kikuyu Limuru Narok Bomet Kisii Homabay, Migori",thika|loitoktok kitengela nairobi kawangware kikuyu limuru narok bomet kisii homabay|migori
METROTRANS EAST AFRICA LIMITED,NTR-00188,"kikuyu, kawangware kenyatta ambasdour thika road kasarani, juja",kikuyu|kawangware kenyatta ambasdour thika road kasarani|juja
METROTRANS EAST AFRICA LIMITED,NTR-00190,"kikuyu, thogoto kawangware kenyatta ambasdour tom mboya thika road kasarani, utawala",kikuyu|thogoto kawangware kenyatta ambasdour tom mboya thika road kasarani|utawala
METROTRANS EAST AFRICA LIMITED,NTR-00363,"nairobi, kikuyu, narok, bomet",nairobi|kikuyu|narok|bomet
METROTRANS EAST AFRICA LIMITED,NTR-00192,"kikuyu, waiyaki way westlands ambasdour tom mboya thika road kasarani, utawala",kikuyu|waiyaki way westlands ambasdour tom mboya thika road kasarani|utawala
METROTRANS EAST AFRICA LIMITED,ADR-Q5LC8A3,"Thika, NairobiKikuyu Narok Bomet Kisii Homabay, Migori",thika|nairobikikuyu narok bomet kisii homabay|migori
METROTRANS EAST AFRICA LIMITED,ADR-EPJSE6O,"Limuru, Zambezi Kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki, Thika",limuru|zambezi kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-2DVSR6K,"Limuru, Zambezi Kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki, Thika",limuru|zambezi kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-K9BF6OM,"Limuru, Zambezi Kikuyu ngonglangata kabiria kawangware knh ambassador bus stationumoja(mama lucy)utawalakitengelakoma mwiki, Thika",limuru|zambezi kikuyu ngonglangata kabiria kawangware knh ambassador bus stationumoja mama lucy utawalakitengelakoma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-7WRS9WP,"Limuru, Zambezi Kikuyu ndenderu ngong kiserian langata kabiria kawangware knh ambassador bus station umoja iinnercore utawala kitengela koma mwiki, Thika",limuru|zambezi kikuyu ndenderu ngong kiserian langata kabiria kawangware knh ambassador bus station umoja iinnercore utawala kitengela koma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-BQ9SQEV,"Limuru, Zambezi Kikuyu ndenderu ngong kiserian langata kabiria kawangware knh ambassador kencom GPObus station civil servant k. south umoja innercoreutawala kitengela koma mwiki, Thika",limuru|zambezi kikuyu ndenderu ngong kiserian langata kabiria kawangware knh ambassador kencom gpobus station civil servant k south umoja innercoreutawala kitengela koma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-REOSZMQ,"Limuru, Zambezi Kikuyu ndenderu ngong kiserian langata kabiria kawangware community knh ngumo kibera kirigiti ambassador kencom GPObus station civil servant k. south umoja innercoreutawala kitengela koma mwiki, Thika",limuru|zambezi kikuyu ndenderu ngong kiserian langata kabiria kawangware community knh ngumo kibera kirigiti ambassador kencom gpobus station civil servant k south umoja innercoreutawala kitengela koma mwiki|thika
METROTRANS EAST AFRICA LIMITED,ADR-MDMSJ8E,"kikuyu, thogoto kawangware kenyatta ambasdour tom mboya thika road kasarani, utawala",kikuyu|thogoto kawangware kenyatta ambasdour tom mboya thika road kasarani|utawala
METROTRANS EAST AFRICA LIMITED,ADR-YM3SBQV,"nairobi, bomet,kikuyu, narok",nairobi|bomet|kikuyu|narok
METROTRANS EAST AFRICA LIMITED,ADR-8LMSYPY,"kikuyu, waiyaki way, westlands, ambassador, tom mboya, jogoo road, donholm, umoja",kikuyu|waiyaki way|westlands|ambassador|tom mboya|jogoo road|donholm|umoja
METROTRANS EAST AFRICA LIMITED,ADR-ZZJSJD2,"kikuyu, thogoto,kawangware,kenyatta.ambassadeur,tommboya,otc,jogoo rd, umoja",kikuyu|thogoto|kawangware|kenyatta ambassadeur|tommboya|otc|jogoo rd|umoja
MNK SACCO SOCIETY LTD,NTR-00201911011235560,"Ruiru, Thika rd,Kasarani,Mwiki,Utawala,Cabanas,Outering rd,Kayole, Kariobangi",ruiru|thika rd|kasarani|mwiki|utawala|cabanas|outering rd|kayole|kariobangi
MNK SACCO SOCIETY LTD,NTR-00746,"Flyover, Limuru Northern Bypass Thika Rd Ruiru Makongeni Ngara kasarani Mwiki Kangundo Rd Kamulu Eastern Bypass Utawala Cabanas Mombasa Rd Syokimau City Stadium via Nyayo Stadium Jogoo Rd Manyanja Rd Kayole Mihango Shooters Kariobangi, Outering Rd",flyover|limuru northern bypass thika rd ruiru makongeni ngara kasarani mwiki kangundo rd kamulu eastern bypass utawala cabanas mombasa rd syokimau city stadium via nyayo stadium jogoo rd manyanja rd kayole mihango shooters kariobangi|outering rd
MNK SACCO SOCIETY LTD,NTR-001393,"kasarani, kariobangi, kayole",kasarani|kariobangi|kayole
MNK SACCO SOCIETY LTD,ADR-O68IBL5,"kasarani, kayole, kariobangi",kasarani|kayole|kariobangi
MNK SACCO SOCIETY LTD,ADR-6DBSKLA,"mwiki, utawala, kayole",mwiki|utawala|kayole
MNK SACCO SOCIETY LTD,ADR-WZ9SD9A,"mwiki, kayole, utawala",mwiki|kayole|utawala
MNK SACCO SOCIETY LTD,ADR-537HQWM,"mwiki, utawala, cabanas, kayole",mwiki|utawala|cabanas|kayole
MSAFI TRAVELLERS LIMITED,NTR-00202101191052510,"Nairobi, Gateway mall Mlolongo Kangundo rd Komarock bus park, Machakos",nairobi|gateway mall mlolongo kangundo rd komarock bus park|machakos
MSAFI TRAVELLERS LIMITED,NTR-00202009021055530,"Nairobi, Jogoo Rd Outering Rd Greatwall via Umoja Kitengela via Katani Machakos Konza Mbumbuni Wote Kibwezi, Mtito Andei",nairobi|jogoo rd outering rd greatwall via umoja kitengela via katani machakos konza mbumbuni wote kibwezi|mtito andei
MWAMBA TRAVELLERS SACCO,NTR-00202002211411300,"Mfangano, EastleighGarageJogoo rdBuruburuCivil servant, Komarock",mfangano|eastleighgaragejogoo rdburuburucivil servant|komarock
MWAMBA TRAVELLERS SACCO,NTR-00202006121308400,"Mfangano, Juja rdEastleigh.GarageJogoo rdBuruburuCivil servantKomarock rd, Komarock",mfangano|juja rdeastleigh garagejogoo rdburuburucivil servantkomarock rd|komarock
MWAMBA TRAVELLERS SACCO,NTR-00441,"komarock, jogoo road, mfangano",komarock|jogoo road|mfangano
MWAMBA TRAVELLERS SACCO,ADR-Q5LC8BO,"mfangano, eastleigh,jogoo road,buruburu,civil servant, garage",mfangano|eastleigh|jogoo road|buruburu|civil servant|garage
MWAMBA TRAVELLERS SACCO,ADR-EPJSEQB,"komarock, mfangano, jogoo road",komarock|mfangano|jogoo road
MWIKI PSV SACCO SOCIETY LIMITED,NTR-00202012241623260,"Commercial, odeon Slip Rd Moi Avenue River Rd Munyu Rd Latema Rd via Westands juja Rd Outering Rd Eatleigh Wangari maathai Rd Kipande Rd Bus Station Thika Rd Kasarani Mwiki Njiru Utawala kangundo Rd eastern Bypass Juja RuiruThika Kangundo Jogoo Rd, Garissa Rd",commercial|odeon slip rd moi avenue river rd munyu rd latema rd via westands juja rd outering rd eatleigh wangari maathai rd kipande rd bus station thika rd kasarani mwiki njiru utawala kangundo rd eastern bypass juja ruiruthika kangundo jogoo rd|garissa rd
MWIKI PSV SACCO SOCIETY LIMITED,ADR-O68IPQJ,"Commercial, Bus station Thika rd Thika Juja Kasarani Mwiki Njiru Utawala Eastern bypass Kangundo rd Kangundo Juja rd Outering rd Eastleigh Wangari Mathai rd, Kipande rd",commercial|bus station thika rd thika juja kasarani mwiki njiru utawala eastern bypass kangundo rd kangundo juja rd outering rd eastleigh wangari mathai rd|kipande rd
MWIKI PSV SACCO SOCIETY LIMITED,ADR-6DBSZ65,"Commercial, Bus Station T Moi Avenue Odeon River Rd Munyu RdKipande Rd Latema Rd Slip Rd Waiyaki Way Juja Rd via Westands Wangari Maathai Rd Eatleigh Jogoo Rd Outering Rd Thika Rd Kasarani Mwiki Njiru Utawala Kangundo Rd Eastern Bypass Juja Ruiru Thika Kangundo, Garissa Rd",commercial|bus station t moi avenue odeon river rd munyu rdkipande rd latema rd slip rd waiyaki way juja rd via westands wangari maathai rd eatleigh jogoo rd outering rd thika rd kasarani mwiki njiru utawala kangundo rd eastern bypass juja ruiru thika kangundo|garissa rd
MWIKI PSV SACCO SOCIETY LIMITED,ADR-WZ9SVZQ,"bus station, thika road, kasarani, mwiki, njiru, utawala",bus station|thika road|kasarani|mwiki|njiru|utawala
MWIKI PSV SACCO SOCIETY LIMITED,ADR-537H2DQ,"commercial, thika road, kasarani, mwiki, njiru, utawala",commercial|thika road|kasarani|mwiki|njiru|utawala
MWIKI PSV SACCO SOCIETY LIMITED,ADR-A5ACV3L,"tommboya, njiru,thika road,kasarani, mwiki",tommboya|njiru|thika road|kasarani|mwiki
MWIKI PSV SACCO SOCIETY LIMITED,ADR-9AKF8ZJ,"bus station, thika road,kasarani,mwiki, njiru",bus station|thika road|kasarani|mwiki|njiru
MWIKI PSV SACCO SOCIETY LIMITED,ADR-DB3T823,"bus station, mwiki, kasarani",bus station|mwiki|kasarani
MWIKI PSV SACCO SOCIETY LIMITED,ADR-3ZQSVZ2,"tommboya, thika road,kasarani,mwiki, njiru",tommboya|thika road|kasarani|mwiki|njiru
MWIKI PSV SACCO SOCIETY LIMITED,ADR-JY7S2WE,"bus station, thika road, kasarani, mwiki",bus station|thika road|kasarani|mwiki
MWIKI PSV SACCO SOCIETY LIMITED,ADR-POKS5V5,"bus station, njiru,thika road,kasarani, mwiki",bus station|njiru|thika road|kasarani|mwiki
MWIKI PSV SACCO SOCIETY LIMITED,ADR-VYASP5O,"bus station, mwiki,thika road, kasarani",bus station|mwiki|thika road|kasarani
MWIKI PSV SACCO SOCIETY LIMITED,ADR-Q5LCE7Z,"odeon, thika,thika road, kasarani",odeon|thika|thika road|kasarani
MWIRONA SACCO LTD,ADR-EPJSYVD,"bus station, thika road, kasarani, mwiki",bus station|thika road|kasarani|mwiki
MWIRONA SACCO LTD,ADR-2DVS5LV,"bus station, mwiki,thika road, kasarani",bus station|mwiki|thika road|kasarani
MWIRONA SACCO LTD,ADR-K9BFVMA,"bus station, mwiki, kasarani",bus station|mwiki|kasarani
NABOKA TRAVELLERS SACCO,NTR-00201912031523330,"Bus station, BomasKarenGataka, Ongata Rongai",bus station|bomaskarengataka|ongata rongai
NABOKA TRAVELLERS SACCO,NTR-00202107221616530,"Bus station, bomas ongata rongai gataka karen, ngong rd",bus station|bomas ongata rongai gataka karen|ngong rd
NABOKA TRAVELLERS SACCO,NTR-001389,"bus station, bomas,karen, gataka",bus station|bomas|karen|gataka
NABOKA TRAVELLERS SACCO,ADR-537HBY7,"bus station, bomas, karen",bus station|bomas|karen
NABOKA TRAVELLERS SACCO,ADR-A5ACK2P,"bus station, karen, bomas",bus station|karen|bomas
NAGIRU 145 SACCO,NTR-00202104150811240,"Ruiru, Alsops Outering rd Kariobangi, Kangundo rd junction",ruiru|alsops outering rd kariobangi|kangundo rd junction
NAGIRU 145 SACCO,NTR-00477,"nairobi, thika road, ruiru",nairobi|thika road|ruiru
NAGIRU 145 SACCO,ADR-YM3SE9J,"Nairobi, Muranga, Kiriaini",nairobi|muranga|kiriaini
Nailepu Travellers Sacco,NTR-00202007021212060,"Kitengela, IsinyaKajiadoBissil, Namanga",kitengela|isinyakajiadobissil|namanga
Nailepu Travellers Sacco,NTR-00202012311440310,"Kitengela, Isinya Kiserian, Ngong",kitengela|isinya kiserian|ngong
Nailepu Travellers Sacco,NTR-00202012311439540,"Kitengela, Emali, Loitoktok",kitengela|emali|loitoktok
Nailepu Travellers Sacco,NTR-00202105101216560,"Kitengela, Emali Loitoktok Namanga Bissil KajiadoIsinya Kiserian, Ngong",kitengela|emali loitoktok namanga bissil kajiadoisinya kiserian|ngong
Nailepu Travellers Sacco,ADR-JY7SLBZ,"Nairobi, Kitengela Sultan Hamud Emali Kimana Loitoktok Namanga Bissil Kajiado Isinya Kiserian Ngong, Rongai",nairobi|kitengela sultan hamud emali kimana loitoktok namanga bissil kajiado isinya kiserian ngong|rongai
NAKAM SACCO SOCIETY LIMITED,NTR-00434,"nairobi, machakos, kitui",nairobi|machakos|kitui
NAKAM SACCO SOCIETY LIMITED,NTR-00202111171240380,"voi, kitui makueni machakos kitengela nairobi naivasha narok bomet nyamira kisii migori, sirare",voi|kitui makueni machakos kitengela nairobi naivasha narok bomet nyamira kisii migori|sirare
NAKAM SACCO SOCIETY LIMITED,NTR-00202111171242020,"thika, nairobi kitengela machakos kitui wote mtito andei, voi",thika|nairobi kitengela machakos kitui wote mtito andei|voi
NAKAM SACCO SOCIETY LIMITED,ADR-537HOPD,"kitengela, easternbypass, thika, kitui, nairobi",kitengela|easternbypass|thika|kitui|nairobi
NAKAM SACCO SOCIETY LIMITED,ADR-A5AC7YZ,"nairobi, kitengela, machakos, kitui",nairobi|kitengela|machakos|kitui
NAKAM SACCO SOCIETY LIMITED,ADR-9AKFWBM,"nairobi, athi river , kitengela, machakos",nairobi|athi river|kitengela|machakos
NAKAM SACCO SOCIETY LIMITED,ADR-DB3T3L6,"nairobi, machakos,athi river , kitengela",nairobi|machakos|athi river|kitengela
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,NTR-00381,"nairobi, machakos, Wote",nairobi|machakos|wote
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-8LMS5W2,"nairobi, machakos, makueni, kitui, mutomo, kibwezi, ikutha, voi, mombasa",nairobi|machakos|makueni|kitui|mutomo|kibwezi|ikutha|voi|mombasa
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-ZZJSV5M,"nairobi, machakos, kitui, mutomo, ikutha, kibwezi, mtito andei, mombasa",nairobi|machakos|kitui|mutomo|ikutha|kibwezi|mtito andei|mombasa
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-LZRS65J,"nairobi, athi river , kitengela, machakos",nairobi|athi river|kitengela|machakos
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-O68IBR3,"nairobi, machakos, nunguni, makueni, kibwezi, mtiti andei, voi, mombasa",nairobi|machakos|nunguni|makueni|kibwezi|mtiti andei|voi|mombasa
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-6DBSKVB,"nairobi, machakos,makueni,kibwezi, mtitoandei",nairobi|machakos|makueni|kibwezi|mtitoandei
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-WZ9SDYD,"nairobi, machakos,athi river , kitengela",nairobi|machakos|athi river|kitengela
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-537HQJ6,"nairobi, machakos, nunguni, wote, kibwezi, mtitoandei",nairobi|machakos|nunguni|wote|kibwezi|mtitoandei
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-A5ACP9K,"nairobi, mombasa,machakos, makueni, kitui, mutomo, kibwezi, ikutha, voi",nairobi|mombasa|machakos|makueni|kitui|mutomo|kibwezi|ikutha|voi
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-9AKF2LW,"nairobi, mtitoandei,machakos,makueni, kibwezi",nairobi|mtitoandei|machakos|makueni|kibwezi
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-DB3T5VO,"nairobi, kitengela, machakos",nairobi|kitengela|machakos
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-3ZQS39O,"nairobi, machakos, kitui, mutomo, ikutha, kibwezi, mtito andei, voi, mombasa",nairobi|machakos|kitui|mutomo|ikutha|kibwezi|mtito andei|voi|mombasa
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-JY7SLV2,"nairobi, mombasa, wote",nairobi|mombasa|wote
NAKAMATA SAVINGS AND CREDIT COOPERATIVE SOCIETY LTD,ADR-POKSRDA,"nairobi, mtitoandei, wote",nairobi|mtitoandei|wote
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,NTR-00202012111600420,"Mwiki, Kasarani Ruiru Githurai Thika rd Outering rdKangundo rdJuja rd, Bus station",mwiki|kasarani ruiru githurai thika rd outering rdkangundo rdjuja rd|bus station
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,NTR-00202012111616200,"Ruiru, Githurai Thika rd Outering rd Juja rd Kangundo rd Eastern Bypass Alsops, Mwiki",ruiru|githurai thika rd outering rd juja rd kangundo rd eastern bypass alsops|mwiki
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,NTR-00201901291438350,"Muranga, RuiruGithurai Thika rd Outering rd Juja rd Kangundo rdEastern bypass AlsopsMwiki, Kasarani",muranga|ruirugithurai thika rd outering rd juja rd kangundo rdeastern bypass alsopsmwiki|kasarani
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-BQ9S3VL,"Muranga, Thika rd GithuraiKasarani Mwiki Kangundo rd Outering rd Juja rd Commercial, Bus station",muranga|thika rd githuraikasarani mwiki kangundo rd outering rd juja rd commercial|bus station
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-REOSLPA,"Muranga, Thika Rd Ruiru Githurai Kasarani Mwiki Kangundo Rd Outering Rd Alsops Juja Rd Muranga Rd Wangari Maathai Rd Kipande Rd Commercial, Bus Station",muranga|thika rd ruiru githurai kasarani mwiki kangundo rd outering rd alsops juja rd muranga rd wangari maathai rd kipande rd commercial|bus station
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-MDMSA6Y,"bus station, thika road, kasarani, mwiki",bus station|thika road|kasarani|mwiki
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-YM3SERK,"bus station, mwiki,thika road, kasarani",bus station|mwiki|thika road|kasarani
NAKASKI TRANSORT SAVINGS CREDIT SACCO LTD,ADR-8LMSVBD,"alsops, kasarani,mwiki,eastern bypass, ruiru",alsops|kasarani|mwiki|eastern bypass|ruiru
NAKATHI TRAVELLERS SACCO LIMITED,NTR-00209,"odeon, githurai, kahawa west",odeon|githurai|kahawa west
NAKATHI TRAVELLERS SACCO LIMITED,NTR-00490,"odeon, thika road, kahawa west",odeon|thika road|kahawa west
NAKATHI TRAVELLERS SACCO LIMITED,NTR-0066,"commercial, zimmerman,kahawa west, githurai",commercial|zimmerman|kahawa west|githurai
NAKATHI TRAVELLERS SACCO LIMITED,NTR-00202105131504310,"Kahawa West, Northern bypass Ruaka, Limuru town",kahawa west|northern bypass ruaka|limuru town
NAKATHI TRAVELLERS SACCO LIMITED,NTR-00202105131503440,"Kahawa West, Northern bypass Ruiru, Makongeni",kahawa west|northern bypass ruiru|makongeni
NAKATHI TRAVELLERS SACCO LIMITED,NTR-00202105250744300,"Odeon, limuru northern bypass ruaka thika rd outering rd kangundo rd eastern bypass githurai kahawa west ruiru, Makongeni",odeon|limuru northern bypass ruaka thika rd outering rd kangundo rd eastern bypass githurai kahawa west ruiru|makongeni
NAKATHI TRAVELLERS SACCO LIMITED,ADR-MDMSA59,"Odeon, limuru northern bypass ruaka thika rd githurai kahawa west ruiru, Makongeni",odeon|limuru northern bypass ruaka thika rd githurai kahawa west ruiru|makongeni
NAKATHI TRAVELLERS SACCO LIMITED,ADR-YM3SE9Z,"odeon, kahawa west,thika road, zimmerman",odeon|kahawa west|thika road|zimmerman
NAKATHI TRAVELLERS SACCO LIMITED,ADR-8LMSVKQ,"odeon, kahawa west, thika road",odeon|kahawa west|thika road
NAKATHI TRAVELLERS SACCO LIMITED,ADR-ZZJS28Y,"odeon, kahawa west, githurai",odeon|kahawa west|githurai
NAKATHI TRAVELLERS SACCO LIMITED,ADR-2DVS5JE,"odeon, thika road, zimmerman, kahawa west",odeon|thika road|zimmerman|kahawa west
NAKATHI TRAVELLERS SACCO LIMITED,ADR-K9BFV9R,"odeon, githurai,kahawa west,bypass, ruiru",odeon|githurai|kahawa west|bypass|ruiru
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202012031635220,"Ndumberi, TurituKanunga Koinange Tigoni Limuru Rironi Nduma Zambezi Kikuyu Ndeiya Nachu Sgr, Ewaso Kidwang",ndumberi|turitukanunga koinange tigoni limuru rironi nduma zambezi kikuyu ndeiya nachu sgr|ewaso kidwang
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011231641170,"Kikuyu, Muslim Dagoretti Karen Kawangware, Ndeiya",kikuyu|muslim dagoretti karen kawangware|ndeiya
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-001103,"kikuyu, dagoreti, kamangu",kikuyu|dagoreti|kamangu
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-0086,"tommboya, westlands,kinoo,kikuyu,thogoto,kamangu, limuru",tommboya|westlands|kinoo|kikuyu|thogoto|kamangu|limuru
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-9AKFO5E,"Kikuyu, Muslim Dagoretti Karen, Kawangware",kikuyu|muslim dagoretti karen|kawangware
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-DB3TQDR,"Kikuyu, NderiNdumaRironiLimuruKiambuNdeyia(muslim)DagoretikawangwareNgong rdBomas via kiberaKarenNgong, Ewaso kedong",kikuyu|nderindumarironilimurukiambundeyia muslim dagoretikawangwarengong rdbomas via kiberakarenngong|ewaso kedong
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-3ZQSOPY,"kikuyu, dagoretti, kamangu and bank",kikuyu|dagoretti|kamangu and bank
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7SEMA,"tommboya, limuru,westlands,kinoo,kikuyu,thogoto, kamangu",tommboya|limuru|westlands|kinoo|kikuyu|thogoto|kamangu
NAKILI SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKS7Q6,"westlands, kinoo,kikuyu,thogoto,kamangu, limuru",westlands|kinoo|kikuyu|thogoto|kamangu|limuru
NAKINDUKA MATATU SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,NTR-00938,"Kimende, Limuru Kiambu via Ruaka Ndumberi Githunguri, Kawaida",kimende|limuru kiambu via ruaka ndumberi githunguri|kawaida
NAKINDUKA MATATU SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-7WRSVYA,"kiambu, ndumberi, kawaida, githunguri",kiambu|ndumberi|kawaida|githunguri
NAKWE TRAVELLERS SACCO SOCIETY LTD,NTR-00440,"Nairobi, Kiambu, githunguri kagwe kimende, uplands",nairobi|kiambu|githunguri kagwe kimende|uplands
