sacco,permit_no,via_raw,via_points
LIBERA IMPEX LIMITED,NTR-00202111081143080,"cabanas, mombasa rd pipeline outering rd eastern bypass mwihoko tassia link rd kayole juja rd ngara, jogoo rd",cabanas|mombasa rd pipeline outering rd eastern bypass mwihoko tassia link rd kayole juja rd ngara|jogoo rd
LIBERA IMPEX LIMITED,NTR-00202111081146060,"thika, northern bypass kamangu kiroe thigio nduma ngecha kahuho kari limuru kikuyu wangige waiyaki way, ngara",thika|northern bypass kamangu kiroe thigio nduma ngecha kahuho kari limuru kikuyu wangige waiyaki way|ngara
LIBERA IMPEX LIMITED,NTR-00202111081144060,"thika, ngara machakos voi, mombasa",thika|ngara machakos voi|mombasa
LIBERA IMPEX LIMITED,ADR-POKSRVO,"cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd kayole ngara thika rd mwihoko tassia link rd gatundu juja farm thika, kenol",cabanas|mombasa rd pipeline outering rd eastern bypass jogoo rd kayole ngara thika rd mwihoko tassia link rd gatundu juja farm thika|kenol
LIBERA IMPEX LIMITED,NTR-001427,"cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd savannah manyanja rd soweto spine rd kayole kangundo rd forest rd ngara thika rd mwihoko tassia link rd gatundu juja farm thika makongeni kamwangi, kenol",cabanas|mombasa rd pipeline outering rd eastern bypass jogoo rd savannah manyanja rd soweto spine rd kayole kangundo rd forest rd ngara thika rd mwihoko tassia link rd gatundu juja farm thika makongeni kamwangi|kenol
LIBERA IMPEX LIMITED,NTR-00809,"Malindi, Mombasa Voi Machakos Nairobi Bomet kericho Kisii Kisumu Kakamega Busia Eldoret, Kitale",malindi|mombasa voi machakos nairobi bomet kericho kisii kisumu kakamega busia eldoret|kitale
LIBERA IMPEX LIMITED,ADR-VYAS95A,"Nairobi, Mombasa Rd Machakos Malaa Cabanas Pipeline Outering Rd Eastern Bypass Jogoo Rd Savanna Manyanja Rd Soweto Spine Rd Kayole Kangundo Rd Forest Rd Ngara Thika Rd Mwihoko Tasis Link Rd Gatundu Juja Farm Thika Makongeni, Kamwangi",nairobi|mombasa rd machakos malaa cabanas pipeline outering rd eastern bypass jogoo rd savanna manyanja rd soweto spine rd kayole kangundo rd forest rd ngara thika rd mwihoko tasis link rd gatundu juja farm thika makongeni|kamwangi
LIBERA IMPEX LIMITED,ADR-Q5LCM7B,"Kakamega, Kisumu Kisii Kericho Bomet Nairobi Eastleigh Matuu Kitui, Garissa",kakamega|kisumu kisii kericho bomet nairobi eastleigh matuu kitui|garissa
LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201905151247360,"Kikuyu, Limurutigoni NgorongokanungaNdumberiruakaredhill KiambuRuiruVia Tatu city githiga githunguri, MakongeniThika",kikuyu|limurutigoni ngorongokanungandumberiruakaredhill kiamburuiruvia tatu city githiga githunguri|makongenithika
LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001334,"limuru, tigoni,kanunga, kiambu",limuru|tigoni|kanunga|kiambu
LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001333,"limuru, ngorongo,ndumberi, kiambu",limuru|ngorongo|ndumberi|kiambu
LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201905151245410,"kikuyu, limuru,tigoni,kanunga,kiambu,ruiru,via tatu city, makongenithika",kikuyu|limuru|tigoni|kanunga|kiambu|ruiru|via tatu city|makongenithika
LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSKRK,"kikuyu, limuru,ngorongo,ndumberi,kiambu,ruiru,via tatu city, makongenithika",kikuyu|limuru|ngorongo|ndumberi|kiambu|ruiru|via tatu city|makongenithika
LIRA LINE SACCO SOCIETY LTD,NTR-001017,"Railways, KawangwareLimuru Nakuru, Kisii",railways|kawangwarelimuru nakuru|kisii
LIRA LINE SACCO SOCIETY LTD,ADR-REOSZ7W,"Railways, KawangwareUthiru Limuru Nakuru Eldoret Kitale, Bungoma",railways|kawangwareuthiru limuru nakuru eldoret kitale|bungoma
LIRA LINE SACCO SOCIETY LTD,NTR-001016,"Railways, Kawangware ngong via Karen Kikuyu Uthiru Limuru Nakuru Eldoret Kitale, Bungoma",railways|kawangware ngong via karen kikuyu uthiru limuru nakuru eldoret kitale|bungoma
LIRA LINE SACCO SOCIETY LTD,NTR-00494,"nairobi, limuru, nakuru",nairobi|limuru|nakuru
LIRA LINE SACCO SOCIETY LTD,ADR-LZRSRVZ,"railways, kawangware, limuru",railways|kawangware|limuru
LIRA LINE SACCO SOCIETY LTD,ADR-YM3SBKO,"railways, kawangware , limuru, nakuru",railways|kawangware|limuru|nakuru
LIRA LINE SACCO SOCIETY LTD,ADR-8LMSY8B,"railways, kawangware, uthiru, limuru",railways|kawangware|uthiru|limuru
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00139,"odeon, thika road,kasarani, thika",odeon|thika road|kasarani|thika
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00101,"odeon, ngara,pangani,unep, wangige",odeon|ngara|pangani|unep|wangige
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00201908021449470,"odeon, pangani,parklands,highridge,abc drive,ndenderu,gacharage,ruaka,kiambu,ruiru, thika (makongeni)",odeon|pangani|parklands|highridge|abc drive|ndenderu|gacharage|ruaka|kiambu|ruiru|thika makongeni
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-O68IM8Y,"Odeon, parklands highridgeg.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja makongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru",odeon|parklands highridgeg mathenge ring rd waiyakiwayw maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja makongeni odeon ngara kangemi uthiru kikuyu wangige|limuru
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-6DBS9LJ,"pangani, wangari maathai parklands highridge gen. mathenge ring rd redhill ruaka gacharage ndenderu wangige kikuyu limuru flyover kamwangi gakoe gatukuyu thika, Muranga via thika rd juja ruiru kiambu",pangani|wangari maathai parklands highridge gen mathenge ring rd redhill ruaka gacharage ndenderu wangige kikuyu limuru flyover kamwangi gakoe gatukuyu thika|muranga via thika rd juja ruiru kiambu
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-WZ9SE9M,"Odeon, parklands highridge g.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja mugutha kimbo matangi canaan judah darasha juja farmmakongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru",odeon|parklands highridge g mathenge ring rd waiyakiwayw maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja mugutha kimbo matangi canaan judah darasha juja farmmakongeni odeon ngara kangemi uthiru kikuyu wangige|limuru
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-537HBW7,"Odeon, Bus stationNgaraWangare maathai rdPanganiJuja rdHuruma roundaOutering rdthika rdthika rdparklandshighridgegeneral mathengering rdLimuru rdred hillGachiekiharaGikuniNgechaKabukuTigoniRainiLimuruWaiyaki wayKikuyuUthiruKangemiWangigeNdenderuGachageRuakaBananaKiambuRuiruThik rdKimboMuguthacanaanMatangiDarajJudahJujajuja farm via thika, Makongeni",odeon|bus stationngarawangare maathai rdpanganijuja rdhuruma roundaoutering rdthika rdthika rdparklandshighridgegeneral mathengering rdlimuru rdred hillgachiekiharagikuningechakabukutigonirainilimuruwaiyaki waykikuyuuthirukangemiwangigendenderugachageruakabananakiamburuiruthik rdkimbomuguthacanaanmatangidarajjudahjujajuja farm via thika|makongeni
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-A5ACK8P,"odeon, thika road, juja",odeon|thika road|juja
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-9AKFJRA,"odeon, aga khan, pangani, ndenderu, wangige",odeon|aga khan|pangani|ndenderu|wangige
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-DB3TYOY,"odeon, wangige,aga khan, pangani, ndenderu",odeon|wangige|aga khan|pangani|ndenderu
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-3ZQSJ2A,"odeon, pangani, highridge, karura, rwaka, ndenderu",odeon|pangani|highridge|karura|rwaka|ndenderu
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-JY7SZ77,"odeon, highridge, pangani, ruaka, ndenderu",odeon|highridge|pangani|ruaka|ndenderu
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-POKSYK7,"odeon, juja, thika road",odeon|juja|thika road
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-VYASWAP,"odeon, waiyaki way,Redhill,westlands, kangemi, uthiru, kinoo",odeon|waiyaki way|redhill|westlands|kangemi|uthiru|kinoo
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-Q5LC8LO,"odeon, thika road,ruiru,juja, thika(makongeni)",odeon|thika road|ruiru|juja|thika makongeni
LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-EPJSEJB,"odeon, thika road,ruiru,kiambu ruaka,gacharage, abc drive",odeon|thika road|ruiru|kiambu ruaka|gacharage|abc drive
LOTHIAN TRANSPORTERS,NTR-001391,"Thika, Pangani Kariokor Community, Nairobi",thika|pangani kariokor community|nairobi
LOTHIAN TRANSPORTERS,NTR-00159,"Bus station, KNH, Mbagathi way, Langata, Otiende",bus station|knh|mbagathi way|langata|otiende
LOTHIAN TRANSPORTERS,NTR-0020181211134410497,"Bus station, Kencom,GPO,KNH,Adams arcade,Karen,Ngong,Matasia,Kiseriani,Rongai,Bomas,Langata road, Kiserian",bus station|kencom|gpo|knh|adams arcade|karen|ngong|matasia|kiseriani|rongai|bomas|langata road|kiserian
LOTHIAN TRANSPORTERS,ADR-DB3T575,"Thika, Outering road Kangundo road, Tala .",thika|outering road kangundo road|tala
LOTHIAN TRANSPORTERS,ADR-3ZQS3QL,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",mombasa rd|outering rd juja rd eastleigh tom mboya kenyatta av gpo community knh ngong rd kawangware kikuyu waiyaki way forest rd kiambu rd bypass thika rd githurai mwiki ruiru thika|kenol
LUCKY BABA DOGO TRAVELLERS LIMITED,NTR-00569,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall ruai, Kangundo rd",timboroa lane|thika road baba dogo lucky summer outering rd donholm tajmall ruai|kangundo rd
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-MDMSKMO,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall, Ruai .",timboroa lane|thika road baba dogo lucky summer outering rd donholm tajmall|ruai
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-YM3SVL9,"babadogo, thika road, timboroa lane",babadogo|thika road|timboroa lane
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-8LMSJOZ,"timboroa lane, thika road, baba dogo",timboroa lane|thika road|baba dogo
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-ZZJS9Z5,"timboroa drive, thika road, baba dogo",timboroa drive|thika road|baba dogo
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-2DVSZBO,"babadogo, timboroa lane, thika road",babadogo|timboroa lane|thika road
LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-K9BFEBO,"timboroa drive, thika rd, baba dogo",timboroa drive|thika rd|baba dogo
LUCKY TRANSPORTERS COMPANY,NTR-00159,"bus station, knh, mbagathi way, langata, otiende",bus station|knh|mbagathi way|langata|otiende
LUCKY TRANSPORTERS COMPANY,NTR-00271,"Banana, Bus stationrailwaysKNHmbagathi Roadlangata rd otiende athi river kitengela, Machakos",banana|bus stationrailwaysknhmbagathi roadlangata rd otiende athi river kitengela|machakos
LUCKY TRANSPORTERS COMPANY,ADR-VYASV6R,"Banana, KiambuKhojaBus stationRailwaysAthi riverKitengela, Machakos",banana|kiambukhojabus stationrailwaysathi riverkitengela|machakos
LUCKY TRANSPORTERS COMPANY,ADR-Q5LCYR7,"Banana, KiambuKhojaBus station RailwaysKNHMbagathiLangata rd, Otiende",banana|kiambukhojabus station railwaysknhmbagathilangata rd|otiende
LUCKY TRANSPORTERS COMPANY,ADR-EPJSADV,"banana, bus station,knh,bagathi road, langata",banana|bus station|knh|bagathi road|langata
LUCKY TRANSPORTERS COMPANY,ADR-2DVSZWL,"banana, langata,bus station,knh, bagathi road",banana|langata|bus station|knh|bagathi road
LUCKY TRANSPORTERS COMPANY,ADR-K9BFEJ7,"banana, bus station,knh,bagathi road, langata",banana|bus station|knh|bagathi road|langata
LUCKY TRANSPORTERS COMPANY,ADR-7WRS7BJ,"banana, railways,athi river, machakos",banana|railways|athi river|machakos
LUCKY TRANSPORTERS COMPANY,ADR-BQ9S7A2,"banana, machakos,railways, athi river",banana|machakos|railways|athi river
LUCKY TRANSPORTERS COMPANY,ADR-REOS89Y,"banana, kitengela,bus station, railways, athi river",banana|kitengela|bus station|railways|athi river
LUCKY TRANSPORTERS COMPANY,ADR-MDMSKLK,"bus station, otiende,knh, mbagathi way, langata",bus station|otiende|knh|mbagathi way|langata
LUMINOUS SHUTTLES LIMITED,NTR-00202105241007320,"Ngong, kimuka gataka rongai kiserian, Isinya",ngong|kimuka gataka rongai kiserian|isinya
LUMINOUS SHUTTLES LIMITED,NTR-00202105251535490,"Isinya, kiserian ngong kimuka karen hardy gataka ongata rongai bomas, langata rd",isinya|kiserian ngong kimuka karen hardy gataka ongata rongai bomas|langata rd
LUMINOUS SHUTTLES LIMITED,NTR-0096,"kiserian, ngong,karen,nduyu,yaya,gpo,ambassador, railways",kiserian|ngong|karen|nduyu|yaya|gpo|ambassador|railways
LUMINOUS SHUTTLES LIMITED,ADR-ZZJS9V5,"railways, olesereni, southern bypass,karen,ngong,kiserian,yaya, ambassadeur",railways|olesereni|southern bypass|karen|ngong|kiserian|yaya|ambassadeur
LUMINOUS SHUTTLES LIMITED,ADR-VYAS98E,"kiserian, ngong, ndunyu, yaya, gpo, ambassadour, railways",kiserian|ngong|ndunyu|yaya|gpo|ambassadour|railways
LUMINOUS SHUTTLES LIMITED,ADR-O68IVBW,"karen, hardy, bomas, langata road, railways",karen|hardy|bomas|langata road|railways
LUMINOUS SHUTTLES LIMITED,ADR-6DBSWKM,"kiserian, railways,ngong, ndunyu, yaya, gpo, ambassadour",kiserian|railways|ngong|ndunyu|yaya|gpo|ambassadour
LUMINOUS SHUTTLES LIMITED,ADR-WZ9SWWB,"kiserian, railways,ngong, karen , dunyu, yaya, ambassador",kiserian|railways|ngong|karen|dunyu|yaya|ambassador
LUMINOUS SHUTTLES LIMITED,ADR-2DVSDM6,"kiserian, ngong, karen , dunyu, yaya, ambassador, railways",kiserian|ngong|karen|dunyu|yaya|ambassador|railways
LUMINOUS SHUTTLES LIMITED,NTR-00166,"kiserian, ngong,karen,yaya,ambassador, railways",kiserian|ngong|karen|yaya|ambassador|railways
MADIWA MATATU OWNERS SACCO,NTR-00446,"Mfangano, Kariokor,General Waruinge,Garage,1st Avenue, Eastleigh Section3",mfangano|kariokor|general waruinge|garage|1st avenue|eastleigh section3
MADIWA MATATU OWNERS SACCO,ADR-2DVS5KV,"Mfangano,, Luthuli Avenue,, Eastleigh Section 3",mfangano|luthuli avenue|eastleigh section 3
MADIWA MATATU OWNERS SACCO,ADR-K9BFVRA,"Mfangano street, Kariokor Fig tree Lumbwa rd Ambira rd Jogoo rdCommercial Eastleigh section III Kiambiu St Teresa Juja rd Mathare North Outering rd Thika rd Mwihoko Kangundo rd, By pass",mfangano street|kariokor fig tree lumbwa rd ambira rd jogoo rdcommercial eastleigh section iii kiambiu st teresa juja rd mathare north outering rd thika rd mwihoko kangundo rd|by pass
MADIWA MATATU OWNERS SACCO,ADR-7WRSZDL,"mfangano, luthuli avenue, eastleigh section 3",mfangano|luthuli avenue|eastleigh section 3
MADIWA MATATU OWNERS SACCO,ADR-BQ9S3JL,"mfangano, eastleigh section3,kariokor,general waruinge,garage, 1st avenue",mfangano|eastleigh section3|kariokor|general waruinge|garage|1st avenue
MADIWA MATATU OWNERS SACCO,ADR-REOSLWA,"mfangano, eastleigh section 3, luthuli avenue",mfangano|eastleigh section 3|luthuli avenue
MADIWA MATATU OWNERS SACCO,ADR-MDMSAYY,"eastleigh, commercial,juja road, luthuli",eastleigh|commercial|juja road|luthuli
MAMBIGI SERVICES LIMITED,NTR-00202009231508310,"Commercial, Mwiki Njiru, Utawala .",commercial|mwiki njiru|utawala
MAMBIGI SERVICES LIMITED,NTR-00202104150825200,"Commercial, Thika Rd Juja Thika Town Eastern Bypass Outering Rd Kangundo Rd, Utawala",commercial|thika rd juja thika town eastern bypass outering rd kangundo rd|utawala
MAMBIGI SERVICES LIMITED,NTR-0020181205091222755,"Commercial, Thika Rd Juja Thika Town Mwiki Outering Rd Njiru Eastern Bypass Kangundo Rd, Utawala",commercial|thika rd juja thika town mwiki outering rd njiru eastern bypass kangundo rd|utawala
MANAMA TRAVELLERS LIMITED,ADR-9AKF8R8,"Mlolongo, Athi River Mitaboni Kangundo Tala Joska Kamulu Machakos Kitui, Mutomo",mlolongo|athi river mitaboni kangundo tala joska kamulu machakos kitui|mutomo
MANAMA TRAVELLERS LIMITED,ADR-A5ACV82,"Gikomba, Jogoo Rd Kangundo Rd Outering Rd Imara daima Chai Rd Juja Rd Mathare, Bus Station",gikomba|jogoo rd kangundo rd outering rd imara daima chai rd juja rd mathare|bus station
MANCHESTER TRAVELLERS COACH LIMITED,NTR-0053,"nairobi, thika,matuu,kitui, mwingi",nairobi|thika|matuu|kitui|mwingi
MANCHESTER TRAVELLERS COACH LIMITED,NTR-00519,"nairobi, thika,matuu, mwingi",nairobi|thika|matuu|mwingi
MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202007170920010,"Nairobi, Outering rd via Mombasa rd Kibwezi, Mombasa",nairobi|outering rd via mombasa rd kibwezi|mombasa
MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202009281552290,"Nairobi, Thika Matuu Mwingi GarissaModagashe, Mpeketoni",nairobi|thika matuu mwingi garissamodagashe|mpeketoni
MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202105211012490,"Mombasa, nairobi narok bomet kisii migori homabay kisumu busia kericho, Nakuru",mombasa|nairobi narok bomet kisii migori homabay kisumu busia kericho|nakuru
MANCHESTER TRAVELLERS COACH LIMITED,NTR-00581,"Nairobi, Bypass Juja Eastleigh Ruiru Thika Isiolo Marsabit, Moyale",nairobi|bypass juja eastleigh ruiru thika isiolo marsabit|moyale
MANCHESTER TRAVELLERS COACH LIMITED,NTR-0020181207160047502,"nairobi, thika,matuu,mwingi,kitui,via machakos,wote,kibwezi, mombasa",nairobi|thika|matuu|mwingi|kitui|via machakos|wote|kibwezi|mombasa
MANCHESTER TRAVELLERS COACH LIMITED,ADR-EPJSYEZ,"Nairobi, ThikaMatuuMwingiGarissa, Modagashe .",nairobi|thikamatuumwingigarissa|modagashe
MANCHESTER TRAVELLERS COACH LIMITED,ADR-2DVS5RP,"Nairobi, RuiruEastern bypass Juja Thika Isiolo Marsabit, Moyale",nairobi|ruirueastern bypass juja thika isiolo marsabit|moyale
MANCHESTER TRAVELLERS COACH LIMITED,ADR-K9BFV6Z,"Nairobi, Ruiru bypass Juja Thika Isiolo Marsabit, Moyale",nairobi|ruiru bypass juja thika isiolo marsabit|moyale
MANCHESTER TRAVELLERS COACH LIMITED,ADR-7WRSZ97,"nairobi, mwingi,thika,matuu, kitui",nairobi|mwingi|thika|matuu|kitui
MANCHESTER TRAVELLERS COACH LIMITED,ADR-BQ9S3QQ,"nairobi, thika,matuu,mwingi,kitui,via machakos, wote",nairobi|thika|matuu|mwingi|kitui|via machakos|wote
MANMO SACCO,NTR-00407,"commercial, thika road, mathare north",commercial|thika road|mathare north
MANMO SACCO,NTR-00202003241330260,"Abc place, WaiyakiwayForest rdParklandsMuranga rd TerminusCommercialBustationMombasa rdCitycabanasEastern bypassUtawalaRuaiKangundo rdOutering rdJUJA RDMathare northThika rdPark rd, Ngara rd",abc place|waiyakiwayforest rdparklandsmuranga rd terminuscommercialbustationmombasa rdcitycabanaseastern bypassutawalaruaikangundo rdoutering rdjuja rdmathare norththika rdpark rd|ngara rd
MANMO SACCO,NTR-00201909191433510,"abc place, waiyaki way,forest rd,parklands,muranga rd terminus,commercial,juja rd,ngara rd,park rd,thika rd,mathare north,outering rd, city cabanas",abc place|waiyaki way|forest rd|parklands|muranga rd terminus|commercial|juja rd|ngara rd|park rd|thika rd|mathare north|outering rd|city cabanas
MANMO SACCO,ADR-537HW22,"commercial, muranga rd terminus,thika rd,mathare north,outering rd, city cabanas",commercial|muranga rd terminus|thika rd|mathare north|outering rd|city cabanas
MANMO SACCO,ADR-A5AC8VM,"commercial, mathare north, thika road",commercial|mathare north|thika road
MARUTI T.R.R SACCO,NTR-00201908231143000,"Kenol, thika town makongeni Ruirukiambu limuru, Ruaka",kenol|thika town makongeni ruirukiambu limuru|ruaka
MARUTI T.R.R SACCO,NTR-00561,"Kenol, Thika Makongeni Ruiru Kiambu Raini Tigoni Limuru, Ruaka",kenol|thika makongeni ruiru kiambu raini tigoni limuru|ruaka
MARUTI T.R.R SACCO,ADR-LZRSRZZ,"ruiru prison, ruiru town, kenol",ruiru prison|ruiru town|kenol
MARUTI T.R.R SACCO,ADR-O68I8W5,"kenol, ruiru town,ruru prison,ruaka, limuru",kenol|ruiru town|ruru prison|ruaka|limuru
mat two friends limited,ADR-8LMSVDD,"railways, kawangware,dagorretti,kikuyu, gikambura",railways|kawangware|dagorretti|kikuyu|gikambura
mat two friends limited,ADR-8LMSO6W,"railways, kikuyu, dagoreti",railways|kikuyu|dagoreti
mat two friends limited,NTR-00104,"railways, kikuyu, dagoretti",railways|kikuyu|dagoretti
mat two friends limited,NTR-00539,"kikuyu, dagoreti, gikambura",kikuyu|dagoreti|gikambura
mat two friends limited,ADR-MDMSA9B,"railways, dagoreti, kikuyu",railways|dagoreti|kikuyu
mat two friends limited,ADR-A5ACV22,"knh, kawangware,riruta satelite, dagoretti market",knh|kawangware|riruta satelite|dagoretti market
mat two friends limited,ADR-537H2YW,"railways, dagoretti corner, riruta satellite",railways|dagoretti corner|riruta satellite
mat two friends limited,ADR-WZ9SVL3,"railways, kawangware, riruta satellite, dagoretti market",railways|kawangware|riruta satellite|dagoretti market
MATATU CREW ASSOCIATION SACCO,NTR-00202011131535140,"Railways, Knh Karen Ngong via Ngong rd Kiserian, Ongata Rongai",railways|knh karen ngong via ngong rd kiserian|ongata rongai
MATATU CREW ASSOCIATION SACCO,NTR-00201901071527150,"Knh, ngong rd karen ngongkiserian ongata rongai, bomas",knh|ngong rd karen ngongkiserian ongata rongai|bomas
MATATU CREW ASSOCIATION SACCO,ADR-8LMS5M5,"kabiria, ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH railways jogoo rd eastern bypass utawala ruai kamulu, Kangundo",kabiria|ngong rd karen ngong kiserian rongai gataka bomas langata rd knh railways jogoo rd eastern bypass utawala ruai kamulu|kangundo
MATATU CREW ASSOCIATION SACCO,ADR-ZZJSVL9,"limuru, kikuyu kabiria dagoretti mkt kawangare kiambu alsops mwiki mwihoko railways ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH jogoo rd juja rd eastern bypass utawala githunguri ruai kangundo kamulu outering rd cabanas mombasa rd kitengela, isinya",limuru|kikuyu kabiria dagoretti mkt kawangare kiambu alsops mwiki mwihoko railways ngong rd karen ngong kiserian rongai gataka bomas langata rd knh jogoo rd juja rd eastern bypass utawala githunguri ruai kangundo kamulu outering rd cabanas mombasa rd kitengela|isinya
MAVEROUS SHUTTLE LIMITED,NTR-00202009231121260,"Mfangano, Eastleigh Jogoo road Savannah Komarock Kangundo road Ruai, Kamulu .",mfangano|eastleigh jogoo road savannah komarock kangundo road ruai|kamulu
MAVEROUS SHUTTLE LIMITED,NTR-00202110191117150,"donholm, outering rd eastern bypass syokimau mlolongo via mombasa rd athi river, Machakos",donholm|outering rd eastern bypass syokimau mlolongo via mombasa rd athi river|machakos
MAVEROUS SHUTTLE LIMITED,NTR-00175,"Mfangano, eastleigh jogoo rd donholm savannah komarock kangundo rd ruai kamulu outering rd eastern bypass syokimau mlolongo via mombasa rdathi river, machakos",mfangano|eastleigh jogoo rd donholm savannah komarock kangundo rd ruai kamulu outering rd eastern bypass syokimau mlolongo via mombasa rdathi river|machakos
MAVEROUS SHUTTLE LIMITED,NTR-00763,"komarock, savanna, jogoo road, eastleigh, mfangano street",komarock|savanna|jogoo road|eastleigh|mfangano street
MAVEROUS SHUTTLE LIMITED,ADR-9AKFOJ5,"komarock, eastleigh,savannah, embakasi, commerial",komarock|eastleigh|savannah|embakasi|commerial
MAVEROUS SHUTTLE LIMITED,ADR-DB3TQYD,"komarock, mfangano street,savanna, jogoo road, eastleigh",komarock|mfangano street|savanna|jogoo road|eastleigh
MERUIT LOGISTICS LIMITED,NTR-00202009231509490,"Marurui, Northern Bypass, Ruiru .",marurui|northern bypass|ruiru
MERUIT LOGISTICS LIMITED,NTR-00202010211717240,"Odeon, Thika road marurui Ruiruruaka kiambu thika, Makongeni",odeon|thika road marurui ruiruruaka kiambu thika|makongeni
MERUIT LOGISTICS LIMITED,ADR-9AKF2D9,"Odeon, Thika road marurui, Ruiru",odeon|thika road marurui|ruiru
MERUIT LOGISTICS LIMITED,ADR-DB3T56V,"Moi Lane, Odeon Thika Rd Marurui Ruiru Ruaka Kiambu Thika, Makongeni",moi lane|odeon thika rd marurui ruiru ruaka kiambu thika|makongeni
MERUIT LOGISTICS LIMITED,ADR-3ZQS3WK,"Moi Lane, Wangare Maathai Rd Outering Rd Kahawa West Eastern Bypass Kangundo Rd Nderi Kikuyu, Ndenderu",moi lane|wangare maathai rd outering rd kahawa west eastern bypass kangundo rd nderi kikuyu|ndenderu
MERUIT LOGISTICS LIMITED,ADR-JY7SLPR,"Moi Lane, Odeon Thika Rd Wangare Maathai Rd Outering Rd Marurui Ruiru Ruaka Kahawa West Eastern Bypass Kangundo Rd Kiambu Thika Makongeni Nderi Kikuyu, Ndenderu",moi lane|odeon thika rd wangare maathai rd outering rd marurui ruiru ruaka kahawa west eastern bypass kangundo rd kiambu thika makongeni nderi kikuyu|ndenderu
METROTRANS EAST AFRICA LIMITED,NTR-00947,"nairobi, narok, bomet",nairobi|narok|bomet
METROTRANS EAST AFRICA LIMITED,NTR-00191,"kikuyu, kawangware kenyatta ambasdour tom mboya thika road kasarani, juja",kikuyu|kawangware kenyatta ambasdour tom mboya thika road kasarani|juja
METROTRANS EAST AFRICA LIMITED,NTR-00130,"kikuyu, waiyaki way,westlands,moi avenue,tom mboya,thika road,kasarani, juja",kikuyu|waiyaki way|westlands|moi avenue|tom mboya|thika road|kasarani|juja
METROTRANS EAST AFRICA LIMITED,NTR-00202011161517360,"Zambezi, Kikuyu Ngong Langata Kabiria Kawangware KNH Ambassador Bus station Utawala Mwiki, Thika",zambezi|kikuyu ngong langata kabiria kawangware knh ambassador bus station utawala mwiki|thika
